PUNTO,COMUNA,AÑO,MES,SEMANA,VIDRIO,PAPEL_Y_CARTON,METAL,PLASTICO_PET,TELGOPOR,PLASTICOS_TODOS_LOS_DEMAS,TETRA_BRICK,PEQUENIOS_ELECTRODOMESTICOS,APARATOS_ELECTRONICOS_EN_DESUSO,AVUS
PLAZA BOEDO,COMUNA 5,2015,MARZO,2,288.13,345.94,16.04, ,2.8,152.1, , , , 
PLAZA BOEDO,COMUNA 5,2015,MARZO,3,210.53,285.04,24.41, ,3.95,176.54, , , , 
PLAZA BOEDO,COMUNA 5,2015,MARZO,4,287.52,299.5,26.71, ,2.82,174.39, , , , 
PLAZA BOEDO,COMUNA 5,2015,MAYO,1,278.271,295.947,19.098,173.02,2.505,190.813,8.384, , , 
PLAZA BOEDO,COMUNA 5,2015,MAYO,2,259.142,377.343,32.678,109.459,2.458,186.944,12.519, , , 
PLAZA BOEDO,COMUNA 5,2015,MAYO,3,273.067,290.42,35.09,174.354,6.095,211.317,12.292, , , 
PLAZA BOEDO,COMUNA 5,2015,MAYO,4,395.69,435.083,33.652,151.114,3.566,232.953,16.379, , , 
PLAZA BOEDO,COMUNA 5,2015,NOVIEMBRE,1,476.584,538.852,51.224,0,0.707,276.781,17.241, , , 
PLAZA BOEDO,COMUNA 5,2015,NOVIEMBRE,2,398.3,770.154,59.235,0,4.286,314.239,16.737, , , 
PLAZA BOEDO,COMUNA 5,2015,NOVIEMBRE,3,353.655,451.471,38.715,0,6.488,244.881,19.346, , , 
PLAZA BOEDO,COMUNA 5,2015,NOVIEMBRE,4,305.295,305.529,41.275,0,5.849,208.175,11.854, , , 
PLAZA BOEDO,COMUNA 5,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA BOEDO,COMUNA 5,2015,OCTUBRE,1,351.526,559.276,42.459,88.672,3.716,290.699,15.184, , , 
PLAZA BOEDO,COMUNA 5,2015,OCTUBRE,2,358.711,567.875,59.025,0,4.334,264.345,13.632, , , 
PLAZA BOEDO,COMUNA 5,2015,OCTUBRE,3,413.129,573.006,49.726,0,7.477,306.776,16.629, , , 
PLAZA BOEDO,COMUNA 5,2015,OCTUBRE,4,367.285,568.626,37.125,0,6.007,269.956,16.083, , , 
PLAZA BOEDO,COMUNA 5,2015,SEPTIEMBRE,1,325.56,582.516,41.971,92.609,4.074,270.189,11.41, , , 
PLAZA BOEDO,COMUNA 5,2015,SEPTIEMBRE,2,389.869,536.504,41.522,34.619,1.047,247.381,17.528, , , 
PLAZA BOEDO,COMUNA 5,2015,SEPTIEMBRE,3,401.454,739.58,50.536,44.564,5.694,266.808,12.18, , , 
PLAZA BOEDO,COMUNA 5,2015,SEPTIEMBRE,4,300.506,347.423,30.07,36.93,0,144.991,13.166, , , 
PLAZA BOEDO,COMUNA 5,2016,ABRIL,1,226.093,254.585,27.337,0,3.057,144.803,11.133, , , 
PLAZA BOEDO,COMUNA 5,2016,ABRIL,2,247.614,258.888,42.883,0,0.522,181.532,15.177, , , 
PLAZA BOEDO,COMUNA 5,2016,ABRIL,3,156.97,169.97,20.46,0,0.75,77.72,5.7, , , 
PLAZA BOEDO,COMUNA 5,2016,ABRIL,4,261,244.49,26.55,0,1.27,133.47,10.02, , , 
PLAZA BOEDO,COMUNA 5,2016,ABRIL,5,218.86,296.777,25.02,0,0.96,127.48,4.022, , , 
PLAZA BOEDO,COMUNA 5,2016,AGOSTO,1,441.121,568.331,43.549,,2.259,258.395,19.623,,,
PLAZA BOEDO,COMUNA 5,2016,AGOSTO,2,321.784,331.653,54.099,,4.113,224.753,14.697,,,
PLAZA BOEDO,COMUNA 5,2016,AGOSTO,3,327.074,439.949,39.239,,1.479,218.876,11.347,,,
PLAZA BOEDO,COMUNA 5,2016,AGOSTO,4,351.416,410.742,29.645,,1.101,149.791,12.115,,,
PLAZA BOEDO,COMUNA 5,2016,ENERO,1,489.873,695.36,65.338,0,6.795,384.816,13.432, , , 
PLAZA BOEDO,COMUNA 5,2016,ENERO,2,298.138,393.268,33.513,0,1.818,230.515,10.099, , , 
PLAZA BOEDO,COMUNA 5,2016,ENERO,3,239.3,512.039,25.439,0,0,182.798,5.629, , , 
PLAZA BOEDO,COMUNA 5,2016,ENERO,4,347.769,466.221,28.34,0,0.8,223.269,13.622, , , 
PLAZA BOEDO,COMUNA 5,2016,ENERO,5, , , , , , , , , , 
PLAZA BOEDO,COMUNA 5,2016,FEBRERO,1,412.389,326.478,34.791,0,2.459,171.443,14.115, , , 
PLAZA BOEDO,COMUNA 5,2016,FEBRERO,2,274.959,253.275,23.459,0,1.316,160.153,6.922, , , 
PLAZA BOEDO,COMUNA 5,2016,FEBRERO,3,253.303,316.27,33.644,0,3.102,199.318,9.708, , , 
PLAZA BOEDO,COMUNA 5,2016,FEBRERO,4,202.611,349.574,20.617,0,1.257,179.205,3.611, , , 
PLAZA BOEDO,COMUNA 5,2016,JULIO,1,261.251,230.751,27.559,,2.388,151.079,7.397,,,
PLAZA BOEDO,COMUNA 5,2016,JULIO,2,419.755,335.746,27.85,,5.794,180.197,8.266,,,
PLAZA BOEDO,COMUNA 5,2016,JULIO,3,403.27,332.532,39.539,,2.346,225.034,16.241,,,
PLAZA BOEDO,COMUNA 5,2016,JULIO,4,386.174,484.515,27.671,,1.615,221.221,16.549,,,
PLAZA BOEDO,COMUNA 5,2016,JULIO,5,374.271,465.272,37.904,,2.211,183.41,12.442,,,
PLAZA BOEDO,COMUNA 5,2016,JUNIO,1,315.71,305.225,26.813, ,2,167.767,7.731, , , 
PLAZA BOEDO,COMUNA 5,2016,JUNIO,2,416.873,355.426,33.38, ,2.759,242.865,11.239, , , 
PLAZA BOEDO,COMUNA 5,2016,JUNIO,3,179.97,436.12,37.71, ,3.03,201.04,7.35, , , 
PLAZA BOEDO,COMUNA 5,2016,JUNIO,4,618.464,451.452,38.591, ,3,229.293,9.629, , , 
PLAZA BOEDO,COMUNA 5,2016,MARZO,1,283.042,410.963,42.749,0,2.355,238.642,13.185, , , 
PLAZA BOEDO,COMUNA 5,2016,MARZO,2,349.509,525.154,41.621,0,1.067,225.374,16.122, , , 
PLAZA BOEDO,COMUNA 5,2016,MARZO,3,298.845,335.222,33.133,0,1.184,214.97,15.595, , , 
PLAZA BOEDO,COMUNA 5,2016,MARZO,4,208.031,371.641,31.721,0,0,182.967,13.969, , , 
PLAZA BOEDO,COMUNA 5,2016,MAYO,1,256.52,210.93,29.28,0,0,148.03,9, , , 
PLAZA BOEDO,COMUNA 5,2016,MAYO,2,238.71,273.58,18.3,0,0,159.09,4.84, , , 
PLAZA BOEDO,COMUNA 5,2016,MAYO,3,320.05,201.5,17.78,0,1.39,108.13,5.71, , , 
PLAZA BOEDO,COMUNA 5,2016,MAYO,4,321.96,311.36,24.71,0,2.71,146.74,8, , , 
PLAZA BOEDO,COMUNA 5,2016,SEPTIEMBRE,1,369.715,290.355,31.335,,1.246,174.423,13.288,,,
PLAZA BOEDO,COMUNA 5,2016,SEPTIEMBRE,2,339.291,411.53,34.152,,1.68,209.992,12.427,,,
PLAZA BOEDO,COMUNA 5,2016,SEPTIEMBRE,3,345.805,341.928,37.926,,3,236.385,13.63,,,
PLAZA BOEDO,COMUNA 5,2016,SEPTIEMBRE,4,,,,,,,,,,
PLAZA BOEDO,COMUNA 5,2016,SEPTIEMBRE,5,,,,,,,,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ABRIL,1,33.65,84.13,6.14, ,0,24.18,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ABRIL,2,26.195,48.44,12.224, ,0,20.428,3.222, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ABRIL,3,50.18,35.127,1.204, ,0,25.476,0.558, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ABRIL,4,38.078,65.131,1.053, ,0,26.666,0.28, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ABRIL,5,18.24,29.76,0, ,0,9.84,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,AGOSTO,1,79.665,153.249,16.401,0,0.941,57.607,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,AGOSTO,2,9.142,20,0,0,0,10.416,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,AGOSTO,3,50.81,116.031,0,0,1.061,28.853,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,AGOSTO,4,93.207,190.992,14.373,0,1.251,58.94,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,AGOSTO,5,116.345,256.588,15.839,0,1.99,83.377,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,DICIEMBRE,1,87.032,144.969,9.188,0,0,104.699,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,DICIEMBRE,2,75.284,62.877,7.572,0,0,86.928,4.139, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,DICIEMBRE,3,105.52,121.532,6.969,0,1.119,121.035,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,DICIEMBRE,4,209.496,79.422,5.956,0,1.009,109.782,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,DICIEMBRE,5,176.113,86.493,1.267,0,0,63.459,1.006, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ENERO,1,8.28,32.04,0.56, ,0,7.68, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ENERO,2,5.25,9.85,0, ,0,7.8, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ENERO,3,6.3,12.22,0, ,0,6.25, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ENERO,4,4.03,11.2,0.85, ,0,8.29, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,ENERO,5,12.23,10.21,0, ,0.72,9.67, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,FEBRERO,1,10.65,21.65,0, ,0,6.98, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,FEBRERO,2,16.91,79.88,1.22, ,0.13,17.22, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,FEBRERO,3,31.87,91.23,5.62, ,0.36,17.78, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,FEBRERO,4,15.72,53.19,0, ,0,13.28, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,JULIO,1,38.42,60,0,0,0.74,59.741,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,JULIO,2,77.843,138.042,17.433,0,0.803,28.519,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,JULIO,3,101.042,142.149,5.994,0,0.946,42.22,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,JULIO,4,115.62,54.78,16.87,0,1.47,37.65,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,JUNIO,1,63,87,2.41,0,0.784,68.412,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,JUNIO,2,49.4,92.46,0,0,0.42,56.418,1.87, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,JUNIO,3,68.472,63,1.792,0,0,58.416,0.783, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,JUNIO,4,31.528,51.428,0,0,0.98,39.459,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,JUNIO,5, , , , , , , , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,MARZO,1,73.26,78.24,5.68, ,0.96,29.43, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,MARZO,2,56.38,112.77,4.87, ,1.13,30.68, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,MARZO,3,88.28,50.96,4.07, ,1.1,42.67, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,MARZO,4,18.16,55.88,1.22, ,0.13,27.22, , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,MAYO,1, , , , , , , , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,MAYO,2,38,29.5,1.895,0,0,25.426,1.8, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,MAYO,3,26.41,32,0,0,0,46.458,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,MAYO,4,59,93,1.2,0,0,39,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,NOVIEMBRE,1,69.713,69.004,11.454,0,0,59.554,4.99, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,NOVIEMBRE,2,71.101,111.996,3.828,0,0,56.394,3.1, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,NOVIEMBRE,3,59.716,169.406,2.913,0,0,39.004,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,NOVIEMBRE,4,39.492,90.779,4.277,0,0,69.438,4.064, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,OCTUBRE,1,65.637,74.903,5.21,0,0,87.142,5.17, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,OCTUBRE,2,126.431,153.998,13.863,0,2.897,136.317,4.21, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,OCTUBRE,3,53.19,52.968,0,0,0,60.352,8.935, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,OCTUBRE,4,109.426,168.959,17.248,0,2.822,171.202,4.33, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,SEPTIEMBRE,1,76.719,118.756,6.844,0,1.031,50.316,2.843, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,SEPTIEMBRE,2,136.608,198.669,6.116,0,0.957,101.837,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,SEPTIEMBRE,3,127.839,206.241,8.372,0,0,83.972,3.792, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2015,SEPTIEMBRE,4,40.667,141.049,2.66,0,1.508,42.898,5.702, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ABRIL,1,79.006,97.461,2.567,0,0.94,46.126,1.079, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ABRIL,2,80,91.006,3.467,0,1.009,39.416,2.004, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ABRIL,3,98.26,116.52,1.628,0,0,43.529,2.628, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ABRIL,4,101,86.35,2.023,0,0.64,50.62,2.634, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ABRIL,5,72.06,72.01,1.006,0,0,60.324,1.025, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,AGOSTO,1,44.486,88.685,8.8,,0,49.437,2.641,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,AGOSTO,2,34.529,73.161,5.786,,0,48.039,3.698,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,AGOSTO,3,115.729,150.887,18.292,,1.01,61.54,8.764,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,AGOSTO,4,64.304,56.104,5.57,,3.442,25.334,3.193,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ENERO,1,139.421,94.523,1.297,0,0,64.008,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ENERO,2,161.009,61.449,0,0,0,55.487,1.341, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ENERO,3,61.508,41.191,0,0,0,31.491,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ENERO,4,43.108,61.007,0,0,0,46.109,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,ENERO,5, , , , , , , , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,FEBRERO,1,42.957,36.428,0,0,0,26.452,1.249, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,FEBRERO,2,51.558,49.461,1.667,0,0,37.455,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,FEBRERO,3,38.604,40.291,0,0,0.917,29.46,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,FEBRERO,4,21.064,28.16,0.641,0,0,17.51,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,JULIO,1,11.9,62.142,6.739,,13.833,5.624,0,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,JULIO,2,9.143,59.714,4.609,,17.784,4.852,4.588,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,JULIO,3,7.477,64.19,2,,20.061,0,31.255,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,JULIO,4,76.599,104.773,11.362,,2,36.525,13.911,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,JULIO,5,78.09,133.484,11.322,,0,65.18,7.378,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,JUNIO,1,115.729,173.996,18.292, ,0,61.54,8.764, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,JUNIO,2,239.783,165.977,40.753, ,2.711,58.229,7.78, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,JUNIO,3,44.49,68.59,4.46, ,0,47.7,2.62, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,JUNIO,4,15.19,80.326,19.141, ,5.964,7.162,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,MARZO,1, , , , , , , , , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,MARZO,2,61.034,98.105,2.34,0,0.781,60.129,3.617, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,MARZO,3,103.517,139.42,4.613,0,0,79.026,2.617, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,MARZO,4,64.267,49.251,0,0,0,52,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,MAYO,1,98,125,1.3,0,1,60,2, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,MAYO,2,81,96,2,0,0,45,3.2, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,MAYO,3,69,87.5,1,0,0,61,0, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,MAYO,4,55,89,0.94,0,0,79,1.5, , , 
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,SEPTIEMBRE,1,96.549,109.609,7.29,,7.182,25.189,3.289,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,SEPTIEMBRE,2,105.569,139.982,7.291,,10.067,26.511,5.462,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,SEPTIEMBRE,3,94.274,93.852,2.364,,2.304,100.151,3.755,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,SEPTIEMBRE,4,,,,,,,,,,
PLAZA CASTELLI (COMUNA 13),COMUNA 13,2016,SEPTIEMBRE,5,,,,,,,,,,
PLAZA COLOMBIA,COMUNA 4,2015,ABRIL,1,219.66,323.39,24.49, ,1.61,147.41,8.33, , , 
PLAZA COLOMBIA,COMUNA 4,2015,ABRIL,2,212.02,357.683,21.223, ,1.148,184.152,6.811, , , 
PLAZA COLOMBIA,COMUNA 4,2015,ABRIL,3,245.845,402.505,12.427, ,1.153,159.062,5.746, , , 
PLAZA COLOMBIA,COMUNA 4,2015,ABRIL,4,173.416,307.238,17.495, ,0,164.163,4.599, , , 
PLAZA COLOMBIA,COMUNA 4,2015,ABRIL,5,113.658,223.467,4.553, ,0,136.05,1.794, , , 
PLAZA COLOMBIA,COMUNA 4,2015,AGOSTO,1,225.564,438.613,7.412,119.116,7.86,169.446,10.624, , , 
PLAZA COLOMBIA,COMUNA 4,2015,AGOSTO,2,145.948,259.58,10.899,180.501,3.818,102.726,6.594, , , 
PLAZA COLOMBIA,COMUNA 4,2015,AGOSTO,3,193.672,413.182,15.372,77.338,13.46,203.461,10.561, , , 
PLAZA COLOMBIA,COMUNA 4,2015,AGOSTO,4,205.391,512.078,22.113,212.121,7.606,158.691,6.033, , , 
PLAZA COLOMBIA,COMUNA 4,2015,AGOSTO,5,172.707,334.787,9.087,77.398,4.371,107.229,5.153, , , 
PLAZA COLOMBIA,COMUNA 4,2015,DICIEMBRE,1,241.078,441.568,22.584,0,2.034,198.124,11.486, , , 
PLAZA COLOMBIA,COMUNA 4,2015,DICIEMBRE,2,214.693,359.001,17.739,0,2.23,222.61,5.553, , , 
PLAZA COLOMBIA,COMUNA 4,2015,DICIEMBRE,3,220.983,366.271,38.933,0,4.538,199.669,12.345, , , 
PLAZA COLOMBIA,COMUNA 4,2015,DICIEMBRE,4,153.884,192.937,15.878,0,0.818,81.658,6.093, , , 
PLAZA COLOMBIA,COMUNA 4,2015,DICIEMBRE,5,214.082,245.573,7.349,0,2.157,123.286,3.459, , , 
PLAZA COLOMBIA,COMUNA 4,2015,ENERO,1,243.02,164.57,12.02, ,0,130.16, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,ENERO,2,335.73,461.5,22.57, ,3.67,230.51, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,ENERO,3,242.44,401.93,32.05, ,2.69,169.08, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,ENERO,4,189.45,333.17,15.05, ,2.58,181.89, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,ENERO,5,128.34,219.77,15.64, ,1.14,120.85, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,FEBRERO,1,138.71,264.79,9.54, ,2.78,146.78, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,FEBRERO,2,325.73,481.5,22.57, ,3.67,240.51, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,FEBRERO,3,239.28,388.19,19.15, ,2.95,193.51, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,FEBRERO,4,299.47,306.82,16.87, ,0.79,207.19, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,JULIO,1,172.99,272.497,16.108,286.015,5.847,122.078,8.138, , , 
PLAZA COLOMBIA,COMUNA 4,2015,JULIO,2,282.208,360.506,13.326,65.673,7.422,215.448,11.42, , , 
PLAZA COLOMBIA,COMUNA 4,2015,JULIO,3,204.033,425.111,16.455,451.575,9.598,161.152,9.987, , , 
PLAZA COLOMBIA,COMUNA 4,2015,JULIO,4,274.49,380.57,16.74,146.52,7.85,127.08,6.94, , , 
PLAZA COLOMBIA,COMUNA 4,2015,JUNIO,1,110.153,329.294,6.27,430.693,0.869,121.426,3.202, , , 
PLAZA COLOMBIA,COMUNA 4,2015,JUNIO,2,149.563,389.586,13.757,348.143,2.782,138.852,6.551, , , 
PLAZA COLOMBIA,COMUNA 4,2015,JUNIO,3,215.816,260.645,14.04,276.076,2.874,160.192,7.566, , , 
PLAZA COLOMBIA,COMUNA 4,2015,JUNIO,4,109.815,148.513,10.427,242.809,4.396,133.324,7.288, , , 
PLAZA COLOMBIA,COMUNA 4,2015,JUNIO,5, , , , , , , , , , 
PLAZA COLOMBIA,COMUNA 4,2015,MARZO,1,263.23,429.5,23.87, ,3.65,191.42, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,MARZO,2,282.89,335.94,12.51, ,1.87,284.88, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,MARZO,3,336.45,546.99,14.88, ,1.27,238.32, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,MARZO,4,279.19,468.9,12.94, ,2.55,169.59, , , , 
PLAZA COLOMBIA,COMUNA 4,2015,MAYO,1,102.056,278.834,13.817,197.783,0,138.37,4.042, , , 
PLAZA COLOMBIA,COMUNA 4,2015,MAYO,2,202.305,437.76,16.002,318.994,1.869,162.359,5.551, , , 
PLAZA COLOMBIA,COMUNA 4,2015,MAYO,3,108.85,137.96,28.76,338.612,1.397,124.375,9.195, , , 
PLAZA COLOMBIA,COMUNA 4,2015,MAYO,4,149.075,309.599,15.212,453.579,2.863,119.145,4.862, , , 
PLAZA COLOMBIA,COMUNA 4,2015,NOVIEMBRE,1,181.914,394.641,11.263,0,1.326,195.567,4.218, , , 
PLAZA COLOMBIA,COMUNA 4,2015,NOVIEMBRE,2,212.325,435.224,14.795,0,3.639,153.539,6.578, , , 
PLAZA COLOMBIA,COMUNA 4,2015,NOVIEMBRE,3,175.217,369.15,16.392,0,1.314,178.529,4.811, , , 
PLAZA COLOMBIA,COMUNA 4,2015,NOVIEMBRE,4,151.378,313.937,8.643,0,0.557,187.889,6.67, , , 
PLAZA COLOMBIA,COMUNA 4,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA COLOMBIA,COMUNA 4,2015,OCTUBRE,1,209.351,339.588,13.905,57.607,3.819,182.575,4.42, , , 
PLAZA COLOMBIA,COMUNA 4,2015,OCTUBRE,2,170.556,367.579,9.154,0,2.463,202.626,3.645, , , 
PLAZA COLOMBIA,COMUNA 4,2015,OCTUBRE,3,217.245,449.611,11.601,0,0.32,178.116,6.141, , , 
PLAZA COLOMBIA,COMUNA 4,2015,OCTUBRE,4,150.468,344.839,13.832,0,2.331,127.24,3.84, , , 
PLAZA COLOMBIA,COMUNA 4,2015,SEPTIEMBRE,1,77.543,318.166,5.736,205.937,2.547,120.714,5.387, , , 
PLAZA COLOMBIA,COMUNA 4,2015,SEPTIEMBRE,2,81.746,201.781,8.228,58.677,0,97.416,6.006, , , 
PLAZA COLOMBIA,COMUNA 4,2015,SEPTIEMBRE,3,204.351,406.751,20.533,153.866,6.271,153.776,10.15, , , 
PLAZA COLOMBIA,COMUNA 4,2015,SEPTIEMBRE,4,211.717,334.073,16.388,89.971,1.671,141.388,6.647, , , 
PLAZA COLOMBIA,COMUNA 4,2016,ABRIL,1,264.939,223.127,30.674,0,14.92,220.762,10.099, , , 
PLAZA COLOMBIA,COMUNA 4,2016,ABRIL,2,289.569,407.167,44.101,0,4.338,211.781,15.778, , , 
PLAZA COLOMBIA,COMUNA 4,2016,ABRIL,3,168.46,186.41,27.22,0,3.23,167.17,10.71, , , 
PLAZA COLOMBIA,COMUNA 4,2016,ABRIL,4,337,368.31,46.48,0,13.45,254.38,14.5, , , 
PLAZA COLOMBIA,COMUNA 4,2016,ABRIL,5,247.98,321.96,21.49,0,3.46,156.77,10.43, , , 
PLAZA COLOMBIA,COMUNA 4,2016,AGOSTO,1,384.963,520.53,42.181,,4.35,251.523,16.773,,,
PLAZA COLOMBIA,COMUNA 4,2016,AGOSTO,2,297.665,427.229,29.748,,9.885,225.316,15.123,,,
PLAZA COLOMBIA,COMUNA 4,2016,AGOSTO,3,339.344,427.411,21.386,,4.786,216.915,10.081,,,
PLAZA COLOMBIA,COMUNA 4,2016,AGOSTO,4,295.111,379.631,32.034,,7.271,207.163,9.546,,,
PLAZA COLOMBIA,COMUNA 4,2016,ENERO,1,407.209,491.335,34.206,0,9.435,237.651,9.531, , , 
PLAZA COLOMBIA,COMUNA 4,2016,ENERO,2,229.822,347.191,12.379,0,4.356,194.142,13.871, , , 
PLAZA COLOMBIA,COMUNA 4,2016,ENERO,3,190.54,282.887,25.217,0,3.829,170.207,7.189, , , 
PLAZA COLOMBIA,COMUNA 4,2016,ENERO,4,202.162,345.928,31.941,0,3.396,190.089,4.941, , , 
