PUNTO,COMUNA,AÑO,MES,SEMANA,VIDRIO,PAPEL_Y_CARTON,METAL,PLASTICO_PET,TELGOPOR,PLASTICOS_TODOS_LOS_DEMAS,TETRA_BRICK,PEQUENIOS_ELECTRODOMESTICOS,APARATOS_ELECTRONICOS_EN_DESUSO,AVUS
PLAZA VELAZCO IBARRA,COMUNA 3,2015,MAYO,2,35.174,80.209,1.318,24.956,0,15.338,0.358, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,MAYO,3,28.058,53.893,2.278,35.729,0,22.491,0.235, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,MAYO,4,25.642,68.414,0.98,56.861,0,15.607,5.625, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,NOVIEMBRE,1,102.457,101.86,0,0,3.729,54.066,2.818, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,NOVIEMBRE,2,57.151,62.208,2.398,0,0,36.609,2.897, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,NOVIEMBRE,3,63.742,30,0,0,0,42.673,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,NOVIEMBRE,4,52.493,21.793,0.983,0,0,29.467,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,OCTUBRE,1,19.416,36.749,0,0,0.049,45.791,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,OCTUBRE,2,48.84,77.417,1.468,0,0,36.931,1.834, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,OCTUBRE,3,90.859,105.034,12.615,0,0,48.07,4.121, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,OCTUBRE,4,57.512,65.164,4.923,0,0,60.031,4.923, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,SEPTIEMBRE,1,149.362,104.609,4.255,80.482,1.256,55.879,2.351, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,SEPTIEMBRE,2,69.413,63.419,3.412,10.551,0,38.724,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,SEPTIEMBRE,3,42.837,58.066,0,110.169,0,30.201,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,SEPTIEMBRE,4,29.459,49.419,0.798,0,0,39.489,0.491, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ABRIL,1,62.837,58.066,0,0,0,3.201,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ABRIL,2,28.138,44.253,3.561,0,0,20.344,1.053, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ABRIL,3,16.254,30.429,1.008,0,0,16.234,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ABRIL,4,19,32.108,0,0,0.658,20.36,1.097, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ABRIL,5,16.428,60.12,1.6,0,0,37.1,1.009, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,AGOSTO,1,73.511,57.882,3.453,,1.047,59.055,9.259,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,AGOSTO,2,107.048,82.123,5.755,,0,49.434,2.961,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,AGOSTO,3,91.388,106.496,0,,0,47.233,4.238,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,AGOSTO,4,53.295,53.618,16.101,,0,36.141,4.325,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ENERO,1,62.138,38.443,3.942,0,0,32.967,1.276, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ENERO,2,45.138,22.618,1.337,0,0,19.427,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ENERO,3,128.668,85.142,1.578,0,2.764,63.944,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ENERO,4,63.155,70,0,0,0.991,40.789,1.287, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,ENERO,5, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,FEBRERO,1,90.401,80.682,0.694,0,1.03,45.6,2.003, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,FEBRERO,2,81.415,83.309,9.257,0,1.124,47.65,3.306, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,FEBRERO,3,71.006,69.2,1.544,0,0,38.216,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,FEBRERO,4,73.555,50.209,0.834,0,0,46.232,1.691, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,JULIO,1,101.953,48.793,8.288,,3.47,35.214,3.491,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,JULIO,2,151.812,74.22,19.417,,0,53.377,4.623,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,JULIO,3,106.371,126.211,8.823,,0,78.428,12.66,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,JULIO,4,110.752,143.349,11.858,,0,49.012,7.766,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,JULIO,5,73.939,76.873,8.106,,1.268,41.227,8.955,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,JUNIO,1,113.514,102.451,30.053, ,11.453,53.099,3.477, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,JUNIO,2,101.954,47.59,3.817, ,1.111,23.035,4.495, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,JUNIO,3,145.83,65.26,5.88, ,0,47.59,6.35, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,JUNIO,4,117.621,88.261,10.181, ,0,55.299,2.495, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,MARZO,1,31.012,71.709,1.454,0,1.674,17.457,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,MARZO,2,42.386,51.203,2.009,0,0,24.573,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,MARZO,3,28.612,79.001,2.617,0,0.617,46.359,1.004, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,MARZO,4,19.237,36.154,0,0,0,26.417,2.667, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,MAYO,1,12,39,0,0,0,22,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,MAYO,2,14.2,26,0.57,0,0,16,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,MAYO,3,10.7,21,0,0,0,26,0.4, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,MAYO,4,9.41,24.11,0.61,0,0.05,18.9,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2016,SEPTIEMBRE,1,133.542,122.885,15.928,,1.069,80.79,5.738,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,SEPTIEMBRE,2,71.855,74.571,11.03,,4.561,47.078,7.529,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,SEPTIEMBRE,3,65.299,123.848,30.336,,1,72.056,28.617,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,SEPTIEMBRE,4,,,,,,,,,,
PLAZA VELAZCO IBARRA,COMUNA 3,2016,SEPTIEMBRE,5,,,,,,,,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ABRIL,1,294.65,332.53,34.66, ,5.81,191.06,5.47, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ABRIL,2,347.739,282.372,29.085, ,5.323,217.732,9.807, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ABRIL,3,382.587,331.921,31.737, ,4.607,222.477,10.48, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ABRIL,4,310.167,324.317,30.685, ,3.042,210.307,5.951, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ABRIL,5,221.98,278.51,12.74, ,1.74,162.74,1.23, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,AGOSTO,1,406.591,454.529,30.276,16.526,4.258,230.665,12.633, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,AGOSTO,2,298.439,281.857,24.057,42.737,2.9,142.9,13.02, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,AGOSTO,3,447.136,473.964,38.73,80.602,5.616,228.152,12.781, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,AGOSTO,4,408.765,530.687,46.158,71.159,4.25,223.333,19.487, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,AGOSTO,5,396.354,375.978,34.535,84.656,5.56,251.243,19.613, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,DICIEMBRE,1,355.671,313.787,37.937,0,4.335,193.257,11.361, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,DICIEMBRE,2,385.731,353.051,32.584,0,3.877,172.977,7.668, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,DICIEMBRE,3,384.897,445.618,22.769,0,4.078,244.247,11.037, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,DICIEMBRE,4,598.339,379.146,26.94,0,4.102,188.414,9.817, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,DICIEMBRE,5,605.78,366.188,30.84,0,2.98,197.533,6.414, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ENERO,1,355.67,327.67,3.92, ,5.62,134.47, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ENERO,2,389.54,364.8,28, ,3.22,213.99, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ENERO,3,251.74,395.87,10.14, ,4.83,165.82, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ENERO,4,402.26,288.33,21.03, ,4.96,185.21, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,ENERO,5,295.7,352.79,34.72, ,4.22,193.36, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,FEBRERO,1,302.78,298.71,12.22, ,1.92,204.12, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,FEBRERO,2,299.54,374.8,28, ,3.22,193.99, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,FEBRERO,3,336.26,383.71,23.32, ,5.41,195.56, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,FEBRERO,4,264.41,241.97,13.45, ,1.91,209.22, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,JULIO,1,360.339,422.874,61.653,73.099,4.856,210.613,3.76, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,JULIO,2,460.544,425.409,35.287,59.098,4.98,225.923,25.65, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,JULIO,3,447.284,571.762,49.451,88.808,6.558,280.529,18.655, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,JULIO,4,429.9,576.16,37.65,79.38,4.76,230.7,12.8, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,JUNIO,1,416.38,406.799,37.691,146.362,5.318,324.543,15.931, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,JUNIO,2,447.402,379.639,40.684,142.984,4.795,194.872,17.503, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,JUNIO,3,346.99,371.727,72.869,38.497,3.071,186.537,14.891, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,JUNIO,4,336.707,262.589,45.344,103.921,5.005,171.574,12.461, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,JUNIO,5, , , , , , , , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,MARZO,1,420.07,436.12,41.39, ,4.04,227.18, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,MARZO,2,324.2,452.79,28.1, ,6.61,226.83, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,MARZO,3,357.54,311.78,28.71, ,8.12,216.76, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,MARZO,4,348.51,353.62,26.05, ,6.05,184.03, , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,MAYO,1,432.112,517.574,30.392,36.288,5.559,223.253,14.079, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,MAYO,2,391.156,517.22,40.558,163.826,7.016,225.569,16.325, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,MAYO,3,272.907,323.755,34.515,187.592,6.341,172.938,15.749, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,MAYO,4,384.402,415.448,39.007,98.702,5.805,217.947,11.309, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,NOVIEMBRE,1,279.805,375.035,42.282,0,3.225,216.77,12.871, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,NOVIEMBRE,2,335.423,408.137,44.862,0,7.66,244.697,19.947, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,NOVIEMBRE,3,339.379,449.423,48.92,0,2.726,249.936,14.198, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,NOVIEMBRE,4,384.955,363.627,22.545,0,3.389,242.401,10.877, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,OCTUBRE,1,418.979,484.084,42.977,23.64,5.512,257.303,15.075, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,OCTUBRE,2,377.098,430.1,42.739,0,2.733,209.287,13.594, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,OCTUBRE,3,447.717,422.403,33.071,0,6.404,203.458,13.011, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,OCTUBRE,4,343.288,506.965,32.655,0,7.751,233.574,18.32, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,SEPTIEMBRE,1,372.992,533.639,31.525,32.214,5.994,258.911,13.54, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,SEPTIEMBRE,2,336.547,400.359,38.972,106.863,3.401,277.795,11.293, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,SEPTIEMBRE,3,357.06,532.405,52.744,94.853,5.737,237.72,23.531, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2015,SEPTIEMBRE,4,465.191,500.12,41.574,62.464,3.419,228.338,11.288, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ABRIL,1,215.172,223.299,8.755,0,1.195,100.692,2.141, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ABRIL,2,519.029,465.047,67.009,0,7.983,273.938,24.472, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ABRIL,3,390.96,427.19,57.99,0,4.98,202.89,15.46, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ABRIL,4,505,606.94,77.13,0,6.95,337.57,25.64, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ABRIL,5,371.93,364.23,55.35,0,2.33,201.81,15.1, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,AGOSTO,1,521.622,499.028,46.847,,5.772,278.479,15.959,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,AGOSTO,2,563.442,490.331,41.434,,6.187,272.13,23.928,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,AGOSTO,3,537.466,422.099,45.129,,4.82,302.96,27.047,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,AGOSTO,4,420.238,384.323,30.249,,3.172,246.103,14.12,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ENERO,1,524.033,460.944,21.186,0,3.993,264.162,8.799, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ENERO,2,385.44,328.461,13.851,0,1.942,197.451,2.694, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ENERO,3,457.411,328.759,25.358,0,1.602,217.93,11.819, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ENERO,4,372.111,280.249,20.731,0,0,180.599,7.163, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,ENERO,5, , , , , , , , , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,FEBRERO,1,244.1,293.704,21.661,0,1.18,156.226,0, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,FEBRERO,2,358.977,334.933,12.64,0,4.701,232.549,12.005, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,FEBRERO,3,282.549,258.233,23.692,0,2.091,173.443,10.853, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,FEBRERO,4,297.568,220.492,16.844,0,1.314,180.667,7.934, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,JULIO,1,329.438,286.854,39.802,,3.387,157.008,11.139,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,JULIO,2,505.986,365.145,41.818,,9.844,248.871,25.832,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,JULIO,3,615.143,544.642,57.906,,6.357,317.507,21.49,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,JULIO,4,441.449,382.077,41.638,,4.337,237.569,14.881,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,JULIO,5,471.763,411.04,50.323,,6.618,241.084,15.444,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,JUNIO,1,430.482,504.901,49.199, ,3.651,252.738,25.944, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,JUNIO,2,509.587,468.104,62.707, ,8.911,261.345,21.537, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,JUNIO,3,450.87,423.71,49.2, ,4.87,241.5,19.41, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,JUNIO,4,534.163,514.831,54.725, ,7.098,266.933,18.423, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,MARZO,1,430.926,731.211,43.314,0,4.883,351.676,12.201, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,MARZO,2,546.367,639.275,58.161,0,8.381,293.033,24.748, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,MARZO,3,428.996,446.35,56.245,0,6.586,283.192,14.718, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,MARZO,4,383.248,489.423,46.999,0,7.666,215.446,14.831, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,MAYO,1,587.67,533.29,75.21,0,8.58,282.97,28.59, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,MAYO,2,471.86,482.12,50.15,0,2.53,254.47,20.62, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,MAYO,3,455.21,395.52,53.35,0,3.12,212.62,14.25, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,MAYO,4,378.84,295.63,39.28,0,5.89,187.29,16.82, , , 
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,SEPTIEMBRE,1,544.922,505.532,53.81,,5.131,277.444,19.208,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,SEPTIEMBRE,2,470.026,565.933,36.608,,6.081,282.65,23.206,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,SEPTIEMBRE,3,486.615,537.245,41.997,,5.223,277.556,25.366,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,SEPTIEMBRE,4,,,,,,,,,,
PLAZA VELEZ SARSFIELD,COMUNA 10,2016,SEPTIEMBRE,5,,,,,,,,,,
PLAZA VERA PENIALOZA,COMUNA 1,2015,ABRIL,1,237.5,258.09,5.98,0,3.25,132.18, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,ABRIL,2,191.909,203.967,8.069,0,0.293,137.024,1.007, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,ABRIL,3,140.105,202.092,10.601,0,0.92,130.083,7.588, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,ABRIL,4,156.204,101.389,19.568,0,0,88.763,0, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,ABRIL,5,98.22,74.41,8.42,0,1.22,68.42,1.27, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,AGOSTO,1,258.147,295.17,19.844,70.86,0,108.062,3.269, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,AGOSTO,2,205.115,264.671,9.284,53.18,0,101.04,0, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,AGOSTO,3,201.917,230.727,7.539,76.6,0,91.311,0, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,AGOSTO,4,249.717,249.018,17.859,170.641,0.651,154.053,4.144, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,AGOSTO,5,269.287,254.592,0,237.365,0,128.502,0, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,DICIEMBRE,1,291.653,211.891,29.446,0,4,107.495,12.806, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,DICIEMBRE,2,244.241,361.806,34.646,0,2.588,188.039,9.459, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,DICIEMBRE,3,288.59,512.472,39.514,0,5.871,319.857,9.837, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,DICIEMBRE,4,302.492,429.443,19.437,0,0.949,396.009,6.492, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,DICIEMBRE,5,302.367,334.148,32.996,0,2.859,185.555,5.27, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,ENERO,1,101.23,122.66,11.2,0,8.61,52.33, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,ENERO,2,181.81,294.46,19.2,0,0,65.66, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,ENERO,3,202.23,253.68,20.65,0,6.21,78.3, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,ENERO,4,236,216.18,10.7,0,1.97,62.83, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,ENERO,5,226.72,371.97,9.19,0,0,77.81, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,FEBRERO,1,186.41,280.22,2.35,0,0.98,62.68, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,FEBRERO,2,221.81,334.46,19.2,0,4.52,65.66, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,FEBRERO,3,177.13,261.22,12.9,0,0.26,110.14, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,FEBRERO,4,207.65,196.33,15.68,0,1.24,107.55, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,JULIO,1,261.765,233.385,8.946,82.182,0.743,104.669,2.348, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,JULIO,2,229.203,193.545,10.44,174.787,1.164,104.473,14.647, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,JULIO,3,310.958,257.945,14.107,159.138,0,108.086,1.204, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,JULIO,4,185.89,316.87,10.34,91.04,0,91.96,8.1, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,JUNIO,1,101.852,62.4,3.78,0,0,41.854,2.784, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,JUNIO,2,98.452,78.451,4.7851,0,0.632,61.745,0, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,JUNIO,3,108.21,87.41,2.496,0,0,79.519,0.658, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,JUNIO,4,86.566,38.851,2.543,143.844,0,72.945,5.505, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,JUNIO,5, , , ,0, , , , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,MARZO,1,192.6,239.13,14.06,0,0.856,128.01, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,MARZO,2,143.22,330.8,11.46,0,1.22,119.14, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,MARZO,3,222.33,355.97,12.15,0,1.01,151.28, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,MARZO,4,229.33,372.46,19.52,0,1.26,124.19, , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,MAYO,1,154.921,437.751,11.619,59.99,1.164,101.852,5.849, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,MAYO,2,133.004,265.136,6.803,169.819,0.815,95.994,2.159, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,MAYO,3,125.548,195.631,2.417,0,0,79.451,1.879, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,MAYO,4,97.125,73.459,1.456,0,0,52.417,0, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,NOVIEMBRE,1,307.651,367.518,30.316,0,3.282,130.954,16.204, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,NOVIEMBRE,2,286.804,595.404,29.289,0,1.336,131.865,10.997, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,NOVIEMBRE,3,190.589,185.762,22.744,0,2.265,105.231,10.31, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,NOVIEMBRE,4,158.941,218.977,16.346,0,2.785,88.904,9.56, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,OCTUBRE,1,248.298,311.788,15.553,997.459,6.528,175.745,15.553, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,OCTUBRE,2,236.298,613.791,6.908,0,6.18,162.94,8.415, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,OCTUBRE,3,201.451,321.001,6.789,0,1.961,98.419,6.791, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,OCTUBRE,4,245.545,427.177,35.406,0,2.468,146.389,7.856, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,SEPTIEMBRE,1,288.666,289.437,13.934,209.715,1.243,129.574,3.505, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,SEPTIEMBRE,2,318.598,414.43,23.662,150.352,2.089,148.168,16.661, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,SEPTIEMBRE,3,324.47,269.084,54.753,37.244,3.733,148.651,9.919, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2015,SEPTIEMBRE,4,306.461,289.195,12.298,360.064,3.181,136.07,15.919, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2016,ABRIL,1,215.172,223.299,8.755,0,1.195,100.692,2.141, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2016,ABRIL,2,310.449,342.916,46.271,0,4.378,161.444,13.304, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2016,ABRIL,3,235.77,268.98,16.41,0,0,127.51,10.47, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2016,ABRIL,4,369,348.74,24.15,0,3.11,233.96,15.55, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2016,ABRIL,5,231.3,278.63,20.42,0,3.19,153.37,17.6, , , 
PLAZA VERA PENIALOZA,COMUNA 1,2016,AGOSTO,1,442.113,480.462,41.973,,4.38,234.45,17.741,,,
PLAZA VERA PENIALOZA,COMUNA 1,2016,AGOSTO,2,354.665,374.951,24.638,,4.146,205.202,18.592,,,
PLAZA VERA PENIALOZA,COMUNA 1,2016,AGOSTO,3,394.494,448.559,25.955,,2.482,234.056,18.737,,,
PLAZA VERA PENIALOZA,COMUNA 1,2016,AGOSTO,4,284.356,275.291,30.973,,3.116,186.676,17.059,,,
