NOMBRE_PUNTO,COMUNA,AÑO,MES,SEMANA,VISITAS
MONSEÑOR DE ANDREA,COMUNA 2,2016,OCTUBRE,19/10 - 23/10,
1RO DE MAYO,COMUNA 3,2016,OCTUBRE,19/10 - 23/10,
VELAZCO IBARRA,COMUNA 3,2016,OCTUBRE,19/10 - 23/10,
COLOMBIA,COMUNA 4,2016,OCTUBRE,19/10 - 23/10,
PARQUE PATRICIOS,COMUNA 4,2016,OCTUBRE,19/10 - 23/10,
BOEDO,COMUNA 5,2016,OCTUBRE,19/10 - 23/10,
ALMAGRO,COMUNA 5,2016,OCTUBRE,19/10 - 23/10,
PARQUE RIVADAVIA,COMUNA 6,2016,OCTUBRE,19/10 - 23/10,
PARQUE CENTENARIO,COMUNA 6,2016,OCTUBRE,19/10 - 23/10,240
PARQUE CHACABUCO,COMUNA 7,2016,OCTUBRE,19/10 - 23/10,
PUEYRREDON,COMUNA 7,2016,OCTUBRE,19/10 - 23/10,
SOLDATI,COMUNA 8,2016,OCTUBRE,19/10 - 23/10,
SUDAMERICA,COMUNA 8,2016,OCTUBRE,19/10 - 23/10,
PARQUE AVELLANEDA,COMUNA 9,2016,OCTUBRE,19/10 - 23/10,
PARQUE SANTOJANNI,COMUNA 9,2016,OCTUBRE,19/10 - 23/10,
VELEZ SARFIELD,COMUNA 10,2016,OCTUBRE,19/10 - 23/10,
DON BOSCO,COMUNA 10,2016,OCTUBRE,19/10 - 23/10,
ARISTOBULO DEL VALLE,COMUNA 11,2016,OCTUBRE,19/10 - 23/10,
ARENALES,COMUNA 11,2016,OCTUBRE,19/10 - 23/10,670
ALEM,COMUNA 12,2016,OCTUBRE,19/10 - 23/10,
PARQUE SAAVEDRA,COMUNA 12,2016,OCTUBRE,19/10 - 23/10,
MANUEL BELGRANO,COMUNA 13,2016,OCTUBRE,19/10 - 23/10,
BALCARCE,COMUNA 13,2016,OCTUBRE,19/10 - 23/10,
CASTELLI,COMUNA 13,2016,OCTUBRE,19/10 - 23/10,
PALERMO VIEJO,COMUNA 14,2016,OCTUBRE,19/10 - 23/10,
GUEMES,COMUNA 14,2016,OCTUBRE,19/10 - 23/10,
25 DE AGOSTO,COMUNA 15,2016,OCTUBRE,19/10 - 23/10,
PARQUE LOS ANDES,COMUNA 15,2016,OCTUBRE,19/10 - 23/10,
SAN MARTIN,COMUNA 1,2016,OCTUBRE,26/10 - 30/10,
MUJERES ARGENTINAS,COMUNA 1,2016,OCTUBRE,26/10 - 30/10,
VERA PEÑALOZA,COMUNA 1,2016,OCTUBRE,26/10 - 30/10,
MITRE,COMUNA 2,2016,OCTUBRE,26/10 - 30/10,
MONSEÑOR DE ANDREA,COMUNA 2,2016,OCTUBRE,26/10 - 30/10,
1RO DE MAYO,COMUNA 3,2016,OCTUBRE,26/10 - 30/10,
VELAZCO IBARRA,COMUNA 3,2016,OCTUBRE,26/10 - 30/10,
COLOMBIA,COMUNA 4,2016,OCTUBRE,26/10 - 30/10,
PARQUE PATRICIOS,COMUNA 4,2016,OCTUBRE,26/10 - 30/10,
BOEDO,COMUNA 5,2016,OCTUBRE,26/10 - 30/10,
ALMAGRO,COMUNA 5,2016,OCTUBRE,26/10 - 30/10,
PARQUE RIVADAVIA,COMUNA 6,2016,OCTUBRE,26/10 - 30/10,
PARQUE CENTENARIO,COMUNA 6,2016,OCTUBRE,26/10 - 30/10,312
PARQUE CHACABUCO,COMUNA 7,2016,OCTUBRE,26/10 - 30/10,
PUEYRREDON,COMUNA 7,2016,OCTUBRE,26/10 - 30/10,
SOLDATI,COMUNA 8,2016,OCTUBRE,26/10 - 30/10,
SUDAMERICA,COMUNA 8,2016,OCTUBRE,26/10 - 30/10,
PARQUE AVELLANEDA,COMUNA 9,2016,OCTUBRE,26/10 - 30/10,
PARQUE SANTOJANNI,COMUNA 9,2016,OCTUBRE,26/10 - 30/10,
VELEZ SARFIELD,COMUNA 10,2016,OCTUBRE,26/10 - 30/10,
DON BOSCO,COMUNA 10,2016,OCTUBRE,26/10 - 30/10,
ARISTOBULO DEL VALLE,COMUNA 11,2016,OCTUBRE,26/10 - 30/10,
ARENALES,COMUNA 11,2016,OCTUBRE,26/10 - 30/10,637
ALEM,COMUNA 12,2016,OCTUBRE,26/10 - 30/10,
PARQUE SAAVEDRA,COMUNA 12,2016,OCTUBRE,26/10 - 30/10,
MANUEL BELGRANO,COMUNA 13,2016,OCTUBRE,26/10 - 30/10,
BALCARCE,COMUNA 13,2016,OCTUBRE,26/10 - 30/10,
CASTELLI,COMUNA 13,2016,OCTUBRE,26/10 - 30/10,
PALERMO VIEJO,COMUNA 14,2016,OCTUBRE,26/10 - 30/10,
GUEMES,COMUNA 14,2016,OCTUBRE,26/10 - 30/10,
25 DE AGOSTO,COMUNA 15,2016,OCTUBRE,26/10 - 30/10,
PARQUE LOS ANDES,COMUNA 15,2016,OCTUBRE,26/10 - 30/10,
SAN MARTIN,COMUNA 1,2016,NOVIEMBRE,02/11 - 06/11,
MUJERES ARGENTINAS,COMUNA 1,2016,NOVIEMBRE,02/11 - 06/11,
VERA PEÑALOZA,COMUNA 1,2016,NOVIEMBRE,02/11 - 06/11,
MITRE,COMUNA 2,2016,NOVIEMBRE,02/11 - 06/11,
MONSEÑOR DE ANDREA,COMUNA 2,2016,NOVIEMBRE,02/11 - 06/11,
1RO DE MAYO,COMUNA 3,2016,NOVIEMBRE,02/11 - 06/11,
VELAZCO IBARRA,COMUNA 3,2016,NOVIEMBRE,02/11 - 06/11,
COLOMBIA,COMUNA 4,2016,NOVIEMBRE,02/11 - 06/11,
PARQUE PATRICIOS,COMUNA 4,2016,NOVIEMBRE,02/11 - 06/11,
BOEDO,COMUNA 5,2016,NOVIEMBRE,02/11 - 06/11,
ALMAGRO,COMUNA 5,2016,NOVIEMBRE,02/11 - 06/11,
PARQUE RIVADAVIA,COMUNA 6,2016,NOVIEMBRE,02/11 - 06/11,
PARQUE CENTENARIO,COMUNA 6,2016,NOVIEMBRE,02/11 - 06/11,386
PARQUE CHACABUCO,COMUNA 7,2016,NOVIEMBRE,02/11 - 06/11,
PUEYRREDON,COMUNA 7,2016,NOVIEMBRE,02/11 - 06/11,
SOLDATI,COMUNA 8,2016,NOVIEMBRE,02/11 - 06/11,
SUDAMERICA,COMUNA 8,2016,NOVIEMBRE,02/11 - 06/11,
PARQUE AVELLANEDA,COMUNA 9,2016,NOVIEMBRE,02/11 - 06/11,
PARQUE SANTOJANNI,COMUNA 9,2016,NOVIEMBRE,02/11 - 06/11,
VELEZ SARFIELD,COMUNA 10,2016,NOVIEMBRE,02/11 - 06/11,
DON BOSCO,COMUNA 10,2016,NOVIEMBRE,02/11 - 06/11,
ARISTOBULO DEL VALLE,COMUNA 11,2016,NOVIEMBRE,02/11 - 06/11,
ARENALES,COMUNA 11,2016,NOVIEMBRE,02/11 - 06/11,505
ALEM,COMUNA 12,2016,NOVIEMBRE,02/11 - 06/11,
PARQUE SAAVEDRA,COMUNA 12,2016,NOVIEMBRE,02/11 - 06/11,
MANUEL BELGRANO,COMUNA 13,2016,NOVIEMBRE,02/11 - 06/11,
BALCARCE,COMUNA 13,2016,NOVIEMBRE,02/11 - 06/11,
CASTELLI,COMUNA 13,2016,NOVIEMBRE,02/11 - 06/11,
PALERMO VIEJO,COMUNA 14,2016,NOVIEMBRE,02/11 - 06/11,
GUEMES,COMUNA 14,2016,NOVIEMBRE,02/11 - 06/11,
25 DE AGOSTO,COMUNA 15,2016,NOVIEMBRE,02/11 - 06/11,
PARQUE LOS ANDES,COMUNA 15,2016,NOVIEMBRE,02/11 - 06/11,
SAN MARTIN,COMUNA 1,2016,NOVIEMBRE,09/11 - 13/11,
MUJERES ARGENTINAS,COMUNA 1,2016,NOVIEMBRE,09/11 - 13/11,
VERA PEÑALOZA,COMUNA 1,2016,NOVIEMBRE,09/11 - 13/11,
MITRE,COMUNA 2,2016,NOVIEMBRE,09/11 - 13/11,
MONSEÑOR DE ANDREA,COMUNA 2,2016,NOVIEMBRE,09/11 - 13/11,
1RO DE MAYO,COMUNA 3,2016,NOVIEMBRE,09/11 - 13/11,
VELAZCO IBARRA,COMUNA 3,2016,NOVIEMBRE,09/11 - 13/11,
COLOMBIA,COMUNA 4,2016,NOVIEMBRE,09/11 - 13/11,
PARQUE PATRICIOS,COMUNA 4,2016,NOVIEMBRE,09/11 - 13/11,
BOEDO,COMUNA 5,2016,NOVIEMBRE,09/11 - 13/11,
ALMAGRO,COMUNA 5,2016,NOVIEMBRE,09/11 - 13/11,
PARQUE RIVADAVIA,COMUNA 6,2016,NOVIEMBRE,09/11 - 13/11,
PARQUE CENTENARIO,COMUNA 6,2016,NOVIEMBRE,09/11 - 13/11,296
PARQUE CHACABUCO,COMUNA 7,2016,NOVIEMBRE,09/11 - 13/11,
PUEYRREDON,COMUNA 7,2016,NOVIEMBRE,09/11 - 13/11,
SOLDATI,COMUNA 8,2016,NOVIEMBRE,09/11 - 13/11,
SUDAMERICA,COMUNA 8,2016,NOVIEMBRE,09/11 - 13/11,
PARQUE AVELLANEDA,COMUNA 9,2016,NOVIEMBRE,09/11 - 13/11,
PARQUE SANTOJANNI,COMUNA 9,2016,NOVIEMBRE,09/11 - 13/11,
VELEZ SARFIELD,COMUNA 10,2016,NOVIEMBRE,09/11 - 13/11,
DON BOSCO,COMUNA 10,2016,NOVIEMBRE,09/11 - 13/11,
ARISTOBULO DEL VALLE,COMUNA 11,2016,NOVIEMBRE,09/11 - 13/11,
ARENALES,COMUNA 11,2016,NOVIEMBRE,09/11 - 13/11,602
ALEM,COMUNA 12,2016,NOVIEMBRE,09/11 - 13/11,
PARQUE SAAVEDRA,COMUNA 12,2016,NOVIEMBRE,09/11 - 13/11,
MANUEL BELGRANO,COMUNA 13,2016,NOVIEMBRE,09/11 - 13/11,
BALCARCE,COMUNA 13,2016,NOVIEMBRE,09/11 - 13/11,
CASTELLI,COMUNA 13,2016,NOVIEMBRE,09/11 - 13/11,
PALERMO VIEJO,COMUNA 14,2016,NOVIEMBRE,09/11 - 13/11,
GUEMES,COMUNA 14,2016,NOVIEMBRE,09/11 - 13/11,
25 DE AGOSTO,COMUNA 15,2016,NOVIEMBRE,09/11 - 13/11,
PARQUE LOS ANDES,COMUNA 15,2016,NOVIEMBRE,09/11 - 13/11,
SAN MARTIN,COMUNA 1,2016,NOVIEMBRE,16/11 - 20/11,
MUJERES ARGENTINAS,COMUNA 1,2016,NOVIEMBRE,16/11 - 20/11,
VERA PEÑALOZA,COMUNA 1,2016,NOVIEMBRE,16/11 - 20/11,
MITRE,COMUNA 2,2016,NOVIEMBRE,16/11 - 20/11,
MONSEÑOR DE ANDREA,COMUNA 2,2016,NOVIEMBRE,16/11 - 20/11,
1RO DE MAYO,COMUNA 3,2016,NOVIEMBRE,16/11 - 20/11,
VELAZCO IBARRA,COMUNA 3,2016,NOVIEMBRE,16/11 - 20/11,
COLOMBIA,COMUNA 4,2016,NOVIEMBRE,16/11 - 20/11,
PARQUE PATRICIOS,COMUNA 4,2016,NOVIEMBRE,16/11 - 20/11,
BOEDO,COMUNA 5,2016,NOVIEMBRE,16/11 - 20/11,
ALMAGRO,COMUNA 5,2016,NOVIEMBRE,16/11 - 20/11,
PARQUE RIVADAVIA,COMUNA 6,2016,NOVIEMBRE,16/11 - 20/11,
PARQUE CENTENARIO,COMUNA 6,2016,NOVIEMBRE,16/11 - 20/11,202
PARQUE CHACABUCO,COMUNA 7,2016,NOVIEMBRE,16/11 - 20/11,
PUEYRREDON,COMUNA 7,2016,NOVIEMBRE,16/11 - 20/11,
SOLDATI,COMUNA 8,2016,NOVIEMBRE,16/11 - 20/11,
SUDAMERICA,COMUNA 8,2016,NOVIEMBRE,16/11 - 20/11,
PARQUE AVELLANEDA,COMUNA 9,2016,NOVIEMBRE,16/11 - 20/11,
PARQUE SANTOJANNI,COMUNA 9,2016,NOVIEMBRE,16/11 - 20/11,
VELEZ SARFIELD,COMUNA 10,2016,NOVIEMBRE,16/11 - 20/11,
DON BOSCO,COMUNA 10,2016,NOVIEMBRE,16/11 - 20/11,
ARISTOBULO DEL VALLE,COMUNA 11,2016,NOVIEMBRE,16/11 - 20/11,
ARENALES,COMUNA 11,2016,NOVIEMBRE,16/11 - 20/11,645
ALEM,COMUNA 12,2016,NOVIEMBRE,16/11 - 20/11,
PARQUE SAAVEDRA,COMUNA 12,2016,NOVIEMBRE,16/11 - 20/11,
MANUEL BELGRANO,COMUNA 13,2016,NOVIEMBRE,16/11 - 20/11,
BALCARCE,COMUNA 13,2016,NOVIEMBRE,16/11 - 20/11,
CASTELLI,COMUNA 13,2016,NOVIEMBRE,16/11 - 20/11,
PALERMO VIEJO,COMUNA 14,2016,NOVIEMBRE,16/11 - 20/11,
GUEMES,COMUNA 14,2016,NOVIEMBRE,16/11 - 20/11,
25 DE AGOSTO,COMUNA 15,2016,NOVIEMBRE,16/11 - 20/11,
PARQUE LOS ANDES,COMUNA 15,2016,NOVIEMBRE,16/11 - 20/11,
SAN MARTIN,COMUNA 1,2016,NOVIEMBRE,23/11 - 27/11,
MUJERES ARGENTINAS,COMUNA 1,2016,NOVIEMBRE,23/11 - 27/11,
VERA PEÑALOZA,COMUNA 1,2016,NOVIEMBRE,23/11 - 27/11,
MITRE,COMUNA 2,2016,NOVIEMBRE,23/11 - 27/11,
MONSEÑOR DE ANDREA,COMUNA 2,2016,NOVIEMBRE,23/11 - 27/11,
1RO DE MAYO,COMUNA 3,2016,NOVIEMBRE,23/11 - 27/11,
VELAZCO IBARRA,COMUNA 3,2016,NOVIEMBRE,23/11 - 27/11,
COLOMBIA,COMUNA 4,2016,NOVIEMBRE,23/11 - 27/11,
PARQUE PATRICIOS,COMUNA 4,2016,NOVIEMBRE,23/11 - 27/11,
BOEDO,COMUNA 5,2016,NOVIEMBRE,23/11 - 27/11,
ALMAGRO,COMUNA 5,2016,NOVIEMBRE,23/11 - 27/11,
PARQUE RIVADAVIA,COMUNA 6,2016,NOVIEMBRE,23/11 - 27/11,
PARQUE CENTENARIO,COMUNA 6,2016,NOVIEMBRE,23/11 - 27/11,247
PARQUE CHACABUCO,COMUNA 7,2016,NOVIEMBRE,23/11 - 27/11,
PUEYRREDON,COMUNA 7,2016,NOVIEMBRE,23/11 - 27/11,
SOLDATI,COMUNA 8,2016,NOVIEMBRE,23/11 - 27/11,
SUDAMERICA,COMUNA 8,2016,NOVIEMBRE,23/11 - 27/11,
PARQUE AVELLANEDA,COMUNA 9,2016,NOVIEMBRE,23/11 - 27/11,
PARQUE SANTOJANNI,COMUNA 9,2016,NOVIEMBRE,23/11 - 27/11,
VELEZ SARFIELD,COMUNA 10,2016,NOVIEMBRE,23/11 - 27/11,
DON BOSCO,COMUNA 10,2016,NOVIEMBRE,23/11 - 27/11,
ARISTOBULO DEL VALLE,COMUNA 11,2016,NOVIEMBRE,23/11 - 27/11,
ARENALES,COMUNA 11,2016,NOVIEMBRE,23/11 - 27/11,566
ALEM,COMUNA 12,2016,NOVIEMBRE,23/11 - 27/11,
PARQUE SAAVEDRA,COMUNA 12,2016,NOVIEMBRE,23/11 - 27/11,
MANUEL BELGRANO,COMUNA 13,2016,NOVIEMBRE,23/11 - 27/11,
BALCARCE,COMUNA 13,2016,NOVIEMBRE,23/11 - 27/11,
CASTELLI,COMUNA 13,2016,NOVIEMBRE,23/11 - 27/11,
PALERMO VIEJO,COMUNA 14,2016,NOVIEMBRE,23/11 - 27/11,
GUEMES,COMUNA 14,2016,NOVIEMBRE,23/11 - 27/11,
25 DE AGOSTO,COMUNA 15,2016,NOVIEMBRE,23/11 - 27/11,
PARQUE LOS ANDES,COMUNA 15,2016,NOVIEMBRE,23/11 - 27/11,
SAN MARTIN,COMUNA 1,2016,DICIEMBRE,30/12-04/12,
MUJERES ARGENTINAS,COMUNA 1,2016,DICIEMBRE,30/12-04/12,
VERA PEÑALOZA,COMUNA 1,2016,DICIEMBRE,30/12-04/12,
MITRE,COMUNA 2,2016,DICIEMBRE,30/12-04/12,
MONSEÑOR DE ANDREA,COMUNA 2,2016,DICIEMBRE,30/12-04/12,
1RO DE MAYO,COMUNA 3,2016,DICIEMBRE,30/12-04/12,
VELAZCO IBARRA,COMUNA 3,2016,DICIEMBRE,30/12-04/12,
COLOMBIA,COMUNA 4,2016,DICIEMBRE,30/12-04/12,
PARQUE PATRICIOS,COMUNA 4,2016,DICIEMBRE,30/12-04/12,
BOEDO,COMUNA 5,2016,DICIEMBRE,30/12-04/12,
ALMAGRO,COMUNA 5,2016,DICIEMBRE,30/12-04/12,
PARQUE RIVADAVIA,COMUNA 6,2016,DICIEMBRE,30/12-04/12,
PARQUE CENTENARIO,COMUNA 6,2016,DICIEMBRE,30/12-04/12,298
PARQUE CHACABUCO,COMUNA 7,2016,DICIEMBRE,30/12-04/12,
PUEYRREDON,COMUNA 7,2016,DICIEMBRE,30/12-04/12,
SOLDATI,COMUNA 8,2016,DICIEMBRE,30/12-04/12,
SUDAMERICA,COMUNA 8,2016,DICIEMBRE,30/12-04/12,
PARQUE AVELLANEDA,COMUNA 9,2016,DICIEMBRE,30/12-04/12,
PARQUE SANTOJANNI,COMUNA 9,2016,DICIEMBRE,30/12-04/12,
VELEZ SARFIELD,COMUNA 10,2016,DICIEMBRE,30/12-04/12,
DON BOSCO,COMUNA 10,2016,DICIEMBRE,30/12-04/12,
ARISTOBULO DEL VALLE,COMUNA 11,2016,DICIEMBRE,30/12-04/12,
ARENALES,COMUNA 11,2016,DICIEMBRE,30/12-04/12,669
ALEM,COMUNA 12,2016,DICIEMBRE,30/12-04/12,
PARQUE SAAVEDRA,COMUNA 12,2016,DICIEMBRE,30/12-04/12,
MANUEL BELGRANO,COMUNA 13,2016,DICIEMBRE,30/12-04/12,
BALCARCE,COMUNA 13,2016,DICIEMBRE,30/12-04/12,
PALERMO VIEJO,COMUNA 14,2016,DICIEMBRE,30/12-04/12,
CASTELLI,COMUNA 14,2016,DICIEMBRE,30/12-04/12,
GUEMES,COMUNA 14,2016,DICIEMBRE,30/12-04/12,
25 DE AGOSTO,COMUNA 15,2016,DICIEMBRE,30/12-04/12,
PARQUE LOS ANDES,COMUNA 15,2016,DICIEMBRE,30/12-04/12,
SAN MARTIN,COMUNA 1,2016,DICIEMBRE,07/12-11/12,
MUJERES ARGENTINAS,COMUNA 1,2016,DICIEMBRE,07/12-11/12,
VERA PEÑALOZA,COMUNA 1,2016,DICIEMBRE,07/12-11/12,
MITRE,COMUNA 2,2016,DICIEMBRE,07/12-11/12,
MONSEÑOR DE ANDREA,COMUNA 2,2016,DICIEMBRE,07/12-11/12,
1RO DE MAYO,COMUNA 3,2016,DICIEMBRE,07/12-11/12,
VELAZCO IBARRA,COMUNA 3,2016,DICIEMBRE,07/12-11/12,
COLOMBIA,COMUNA 4,2016,DICIEMBRE,07/12-11/12,
PARQUE PATRICIOS,COMUNA 4,2016,DICIEMBRE,07/12-11/12,
BOEDO,COMUNA 5,2016,DICIEMBRE,07/12-11/12,
ALMAGRO,COMUNA 5,2016,DICIEMBRE,07/12-11/12,
PARQUE RIVADAVIA,COMUNA 6,2016,DICIEMBRE,07/12-11/12,
PARQUE CENTENARIO,COMUNA 6,2016,DICIEMBRE,07/12-11/12,319
PARQUE CHACABUCO,COMUNA 7,2016,DICIEMBRE,07/12-11/12,
PUEYRREDON,COMUNA 7,2016,DICIEMBRE,07/12-11/12,
SOLDATI,COMUNA 8,2016,DICIEMBRE,07/12-11/12,
SUDAMERICA,COMUNA 8,2016,DICIEMBRE,07/12-11/12,
PARQUE AVELLANEDA,COMUNA 9,2016,DICIEMBRE,07/12-11/12,
PARQUE SANTOJANNI,COMUNA 9,2016,DICIEMBRE,07/12-11/12,
VELEZ SARFIELD,COMUNA 10,2016,DICIEMBRE,07/12-11/12,
DON BOSCO,COMUNA 10,2016,DICIEMBRE,07/12-11/12,
ARISTOBULO DEL VALLE,COMUNA 11,2016,DICIEMBRE,07/12-11/12,
ARENALES,COMUNA 11,2016,DICIEMBRE,07/12-11/12,686
ALEM,COMUNA 12,2016,DICIEMBRE,07/12-11/12,
PARQUE SAAVEDRA,COMUNA 12,2016,DICIEMBRE,07/12-11/12,
MANUEL BELGRANO,COMUNA 13,2016,DICIEMBRE,07/12-11/12,
BALCARCE,COMUNA 13,2016,DICIEMBRE,07/12-11/12,
PALERMO VIEJO,COMUNA 14,2016,DICIEMBRE,07/12-11/12,
CASTELLI,COMUNA 14,2016,DICIEMBRE,07/12-11/12,
GUEMES,COMUNA 14,2016,DICIEMBRE,07/12-11/12,
25 DE AGOSTO,COMUNA 15,2016,DICIEMBRE,07/12-11/12,
PARQUE LOS ANDES,COMUNA 15,2016,DICIEMBRE,07/12-11/12,
SAN MARTIN,COMUNA 1,2016,DICIEMBRE,14-12/18-12,
MUJERES ARGENTINAS,COMUNA 1,2016,DICIEMBRE,14-12/18-12,
VERA PEÑALOZA,COMUNA 1,2016,DICIEMBRE,14-12/18-12,
MITRE,COMUNA 2,2016,DICIEMBRE,14-12/18-12,
MONSEÑOR DE ANDREA,COMUNA 2,2016,DICIEMBRE,14-12/18-12,
1RO DE MAYO,COMUNA 3,2016,DICIEMBRE,14-12/18-12,
VELAZCO IBARRA,COMUNA 3,2016,DICIEMBRE,14-12/18-12,
COLOMBIA,COMUNA 4,2016,DICIEMBRE,14-12/18-12,
PARQUE PATRICIOS,COMUNA 4,2016,DICIEMBRE,14-12/18-12,
BOEDO,COMUNA 5,2016,DICIEMBRE,14-12/18-12,
ALMAGRO,COMUNA 5,2016,DICIEMBRE,14-12/18-12,
PARQUE RIVADAVIA,COMUNA 6,2016,DICIEMBRE,14-12/18-12,
PARQUE CENTENARIO,COMUNA 6,2016,DICIEMBRE,14-12/18-12,299
PARQUE CHACABUCO,COMUNA 7,2016,DICIEMBRE,14-12/18-12,
PUEYRREDON,COMUNA 7,2016,DICIEMBRE,14-12/18-12,
SOLDATI,COMUNA 8,2016,DICIEMBRE,14-12/18-12,
SUDAMERICA,COMUNA 8,2016,DICIEMBRE,14-12/18-12,
PARQUE AVELLANEDA,COMUNA 9,2016,DICIEMBRE,14-12/18-12,
PARQUE SANTOJANNI,COMUNA 9,2016,DICIEMBRE,14-12/18-12,
VELEZ SARFIELD,COMUNA 10,2016,DICIEMBRE,14-12/18-12,
DON BOSCO,COMUNA 10,2016,DICIEMBRE,14-12/18-12,
ARISTOBULO DEL VALLE,COMUNA 11,2016,DICIEMBRE,14-12/18-12,
ARENALES,COMUNA 11,2016,DICIEMBRE,14-12/18-12,592
ALEM,COMUNA 12,2016,DICIEMBRE,14-12/18-12,
PARQUE SAAVEDRA,COMUNA 12,2016,DICIEMBRE,14-12/18-12,
MANUEL BELGRANO,COMUNA 13,2016,DICIEMBRE,14-12/18-12,
BALCARCE,COMUNA 13,2016,DICIEMBRE,14-12/18-12,
PALERMO VIEJO,COMUNA 14,2016,DICIEMBRE,14-12/18-12,
CASTELLI,COMUNA 14,2016,DICIEMBRE,14-12/18-12,
GUEMES,COMUNA 14,2016,DICIEMBRE,14-12/18-12,
25 DE AGOSTO,COMUNA 15,2016,DICIEMBRE,14-12/18-12,
PARQUE LOS ANDES,COMUNA 15,2016,DICIEMBRE,14-12/18-12,
SAN MARTIN,COMUNA 1,2016,DICIEMBRE,21-12/25-12,
MUJERES ARGENTINAS,COMUNA 1,2016,DICIEMBRE,21-12/25-12,
VERA PEÑALOZA,COMUNA 1,2016,DICIEMBRE,21-12/25-12,
MITRE,COMUNA 2,2016,DICIEMBRE,21-12/25-12,
MONSEÑOR DE ANDREA,COMUNA 2,2016,DICIEMBRE,21-12/25-12,
1RO DE MAYO,COMUNA 3,2016,DICIEMBRE,21-12/25-12,
VELAZCO IBARRA,COMUNA 3,2016,DICIEMBRE,21-12/25-12,
COLOMBIA,COMUNA 4,2016,DICIEMBRE,21-12/25-12,
PARQUE PATRICIOS,COMUNA 4,2016,DICIEMBRE,21-12/25-12,
BOEDO,COMUNA 5,2016,DICIEMBRE,21-12/25-12,
ALMAGRO,COMUNA 5,2016,DICIEMBRE,21-12/25-12,
PARQUE RIVADAVIA,COMUNA 6,2016,DICIEMBRE,21-12/25-12,
PARQUE CENTENARIO,COMUNA 6,2016,DICIEMBRE,21-12/25-12,208
PARQUE CHACABUCO,COMUNA 7,2016,DICIEMBRE,21-12/25-12,
PUEYRREDON,COMUNA 7,2016,DICIEMBRE,21-12/25-12,
SOLDATI,COMUNA 8,2016,DICIEMBRE,21-12/25-12,
SUDAMERICA,COMUNA 8,2016,DICIEMBRE,21-12/25-12,
PARQUE AVELLANEDA,COMUNA 9,2016,DICIEMBRE,21-12/25-12,
PARQUE SANTOJANNI,COMUNA 9,2016,DICIEMBRE,21-12/25-12,
VELEZ SARFIELD,COMUNA 10,2016,DICIEMBRE,21-12/25-12,
DON BOSCO,COMUNA 10,2016,DICIEMBRE,21-12/25-12,
ARISTOBULO DEL VALLE,COMUNA 11,2016,DICIEMBRE,21-12/25-12,
ARENALES,COMUNA 11,2016,DICIEMBRE,21-12/25-12,373
ALEM,COMUNA 12,2016,DICIEMBRE,21-12/25-12,
PARQUE SAAVEDRA,COMUNA 12,2016,DICIEMBRE,21-12/25-12,
MANUEL BELGRANO,COMUNA 13,2016,DICIEMBRE,21-12/25-12,
BALCARCE,COMUNA 13,2016,DICIEMBRE,21-12/25-12,
PALERMO VIEJO,COMUNA 14,2016,DICIEMBRE,21-12/25-12,
CASTELLI,COMUNA 14,2016,DICIEMBRE,21-12/25-12,
GUEMES,COMUNA 14,2016,DICIEMBRE,21-12/25-12,
25 DE AGOSTO,COMUNA 15,2016,DICIEMBRE,21-12/25-12,
PARQUE LOS ANDES,COMUNA 15,2016,DICIEMBRE,21-12/25-12,
SAN MARTIN,COMUNA 1,2016,DICIEMBRE,28-12/01-01,
MUJERES ARGENTINAS,COMUNA 1,2016,DICIEMBRE,28-12/01-01,
VERA PEÑALOZA,COMUNA 1,2016,DICIEMBRE,28-12/01-01,
MITRE,COMUNA 2,2016,DICIEMBRE,28-12/01-01,
MONSEÑOR DE ANDREA,COMUNA 2,2016,DICIEMBRE,28-12/01-01,
1RO DE MAYO,COMUNA 3,2016,DICIEMBRE,28-12/01-01,
VELAZCO IBARRA,COMUNA 3,2016,DICIEMBRE,28-12/01-01,
COLOMBIA,COMUNA 4,2016,DICIEMBRE,28-12/01-01,
PARQUE PATRICIOS,COMUNA 4,2016,DICIEMBRE,28-12/01-01,
BOEDO,COMUNA 5,2016,DICIEMBRE,28-12/01-01,
ALMAGRO,COMUNA 5,2016,DICIEMBRE,28-12/01-01,
PARQUE RIVADAVIA,COMUNA 6,2016,DICIEMBRE,28-12/01-01,
PARQUE CENTENARIO,COMUNA 6,2016,DICIEMBRE,28-12/01-01,309
PARQUE CHACABUCO,COMUNA 7,2016,DICIEMBRE,28-12/01-01,
PUEYRREDON,COMUNA 7,2016,DICIEMBRE,28-12/01-01,
SOLDATI,COMUNA 8,2016,DICIEMBRE,28-12/01-01,
SUDAMERICA,COMUNA 8,2016,DICIEMBRE,28-12/01-01,
PARQUE AVELLANEDA,COMUNA 9,2016,DICIEMBRE,28-12/01-01,
PARQUE SANTOJANNI,COMUNA 9,2016,DICIEMBRE,28-12/01-01,
VELEZ SARFIELD,COMUNA 10,2016,DICIEMBRE,28-12/01-01,
DON BOSCO,COMUNA 10,2016,DICIEMBRE,28-12/01-01,
ARISTOBULO DEL VALLE,COMUNA 11,2016,DICIEMBRE,28-12/01-01,
ARENALES,COMUNA 11,2016,DICIEMBRE,28-12/01-01,443
ALEM,COMUNA 12,2016,DICIEMBRE,28-12/01-01,
PARQUE SAAVEDRA,COMUNA 12,2016,DICIEMBRE,28-12/01-01,
