NOMBRE_PUNTO,COMUNA,AÑO,MES,SEMANA,VISITAS
ALEM,COMUNA 12,2015,NOVIEMBRE,04/11 - 08/11,232
PARQUE SAAVEDRA,COMUNA 12,2015,NOVIEMBRE,04/11 - 08/11,254
MANUEL BELGRANO,COMUNA 13,2015,NOVIEMBRE,04/11 - 08/11,193
BALCARCE,COMUNA 13,2015,NOVIEMBRE,04/11 - 08/11,156
PALERMO VIEJO,COMUNA 14,2015,NOVIEMBRE,04/11 - 08/11,47
CASTELLI,COMUNA 14,2015,NOVIEMBRE,04/11 - 08/11,67
GUEMES,COMUNA 14,2015,NOVIEMBRE,04/11 - 08/11,150
25 DE AGOSTO,COMUNA 15,2015,NOVIEMBRE,04/11 - 08/11,0
PARQUE LOS ANDES,COMUNA 15,2015,NOVIEMBRE,04/11 - 08/11,121
SAN MARTIN,COMUNA 1,2015,NOVIEMBRE,11/11 - 15/11,109
MUJERES ARGENTINAS,COMUNA 1,2015,NOVIEMBRE,11/11 - 15/11,29
VERA PEÑALOZA,COMUNA 1,2015,NOVIEMBRE,11/11 - 15/11,239
MITRE,COMUNA 2,2015,NOVIEMBRE,11/11 - 15/11,99
MONSEÑOR DE ANDREA,COMUNA 2,2015,NOVIEMBRE,11/11 - 15/11,237
1RO DE MAYO,COMUNA 3,2015,NOVIEMBRE,11/11 - 15/11,245
VELAZCO IBARRA,COMUNA 3,2015,NOVIEMBRE,11/11 - 15/11,49
COLOMBIA,COMUNA 4,2015,NOVIEMBRE,11/11 - 15/11,243
PARQUE PATRICIOS,COMUNA 4,2015,NOVIEMBRE,11/11 - 15/11,147
BOEDO,COMUNA 5,2015,NOVIEMBRE,11/11 - 15/11,218
ALMAGRO,COMUNA 5,2015,NOVIEMBRE,11/11 - 15/11,364
PARQUE RIVADAVIA,COMUNA 6,2015,NOVIEMBRE,11/11 - 15/11,179
PARQUE CENTENARIO,COMUNA 6,2015,NOVIEMBRE,11/11 - 15/11,373
PARQUE CHACABUCO,COMUNA 7,2015,NOVIEMBRE,11/11 - 15/11,185
PUEYRREDON,COMUNA 7,2015,NOVIEMBRE,11/11 - 15/11,87
SOLDATI,COMUNA 8,2015,NOVIEMBRE,11/11 - 15/11,0
SUDAMERICA,COMUNA 8,2015,NOVIEMBRE,11/11 - 15/11,55
PARQUE AVELLANEDA,COMUNA 9,2015,NOVIEMBRE,11/11 - 15/11,173
PARQUE SANTOJANNI,COMUNA 9,2015,NOVIEMBRE,11/11 - 15/11,36
VELEZ SARFIELD,COMUNA 10,2015,NOVIEMBRE,11/11 - 15/11,219
DON BOSCO,COMUNA 10,2015,NOVIEMBRE,11/11 - 15/11,235
ARISTOBULO DEL VALLE,COMUNA 11,2015,NOVIEMBRE,11/11 - 15/11,264
ARENALES,COMUNA 11,2015,NOVIEMBRE,11/11 - 15/11,523
ALEM,COMUNA 12,2015,NOVIEMBRE,11/11 - 15/11,212
PARQUE SAAVEDRA,COMUNA 12,2015,NOVIEMBRE,11/11 - 15/11,253
MANUEL BELGRANO,COMUNA 13,2015,NOVIEMBRE,11/11 - 15/11,102
BALCARCE,COMUNA 13,2015,NOVIEMBRE,11/11 - 15/11,210
PALERMO VIEJO,COMUNA 14,2015,NOVIEMBRE,11/11 - 15/11,39
CASTELLI,COMUNA 14,2015,NOVIEMBRE,11/11 - 15/11,60
GUEMES,COMUNA 14,2015,NOVIEMBRE,11/11 - 15/11,133
25 DE AGOSTO,COMUNA 15,2015,NOVIEMBRE,11/11 - 15/11,0
PARQUE LOS ANDES,COMUNA 15,2015,NOVIEMBRE,11/11 - 15/11,132
SAN MARTIN,COMUNA 1,2015,NOVIEMBRE,18/11 - 22/11,73
MUJERES ARGENTINAS,COMUNA 1,2015,NOVIEMBRE,18/11 - 22/11,34
VERA PEÑALOZA,COMUNA 1,2015,NOVIEMBRE,18/11 - 22/11,165
MITRE,COMUNA 2,2015,NOVIEMBRE,18/11 - 22/11,156
MONSEÑOR DE ANDREA,COMUNA 2,2015,NOVIEMBRE,18/11 - 22/11,191
1RO DE MAYO,COMUNA 3,2015,NOVIEMBRE,18/11 - 22/11,196
VELAZCO IBARRA,COMUNA 3,2015,NOVIEMBRE,18/11 - 22/11,26
COLOMBIA,COMUNA 4,2015,NOVIEMBRE,18/11 - 22/11,211
PARQUE PATRICIOS,COMUNA 4,2015,NOVIEMBRE,18/11 - 22/11,154
BOEDO,COMUNA 5,2015,NOVIEMBRE,18/11 - 22/11,207
ALMAGRO,COMUNA 5,2015,NOVIEMBRE,18/11 - 22/11,372
PARQUE RIVADAVIA,COMUNA 6,2015,NOVIEMBRE,18/11 - 22/11,254
PARQUE CENTENARIO,COMUNA 6,2015,NOVIEMBRE,18/11 - 22/11,298
PARQUE CHACABUCO,COMUNA 7,2015,NOVIEMBRE,18/11 - 22/11,212
PUEYRREDON,COMUNA 7,2015,NOVIEMBRE,18/11 - 22/11,152
SOLDATI,COMUNA 8,2015,NOVIEMBRE,18/11 - 22/11,0
SUDAMERICA,COMUNA 8,2015,NOVIEMBRE,18/11 - 22/11,43
PARQUE AVELLANEDA,COMUNA 9,2015,NOVIEMBRE,18/11 - 22/11,106
PARQUE SANTOJANNI,COMUNA 9,2015,NOVIEMBRE,18/11 - 22/11,43
VELEZ SARFIELD,COMUNA 10,2015,NOVIEMBRE,18/11 - 22/11,220
DON BOSCO,COMUNA 10,2015,NOVIEMBRE,18/11 - 22/11,403
ARISTOBULO DEL VALLE,COMUNA 11,2015,NOVIEMBRE,18/11 - 22/11,226
ARENALES,COMUNA 11,2015,NOVIEMBRE,18/11 - 22/11,441
ALEM,COMUNA 12,2015,NOVIEMBRE,18/11 - 22/11,115
PARQUE SAAVEDRA,COMUNA 12,2015,NOVIEMBRE,18/11 - 22/11,254
MANUEL BELGRANO,COMUNA 13,2015,NOVIEMBRE,18/11 - 22/11,137
BALCARCE,COMUNA 13,2015,NOVIEMBRE,18/11 - 22/11,172
PALERMO VIEJO,COMUNA 14,2015,NOVIEMBRE,18/11 - 22/11,26
CASTELLI,COMUNA 14,2015,NOVIEMBRE,18/11 - 22/11,62
GUEMES,COMUNA 14,2015,NOVIEMBRE,18/11 - 22/11,98
25 DE AGOSTO,COMUNA 15,2015,NOVIEMBRE,18/11 - 22/11,0
PARQUE LOS ANDES,COMUNA 15,2015,NOVIEMBRE,18/11 - 22/11,136
SAN MARTIN,COMUNA 1,2015,NOVIEMBRE,25/11 - 29/11,53
MUJERES ARGENTINAS,COMUNA 1,2015,NOVIEMBRE,25/11 - 29/11,22
VERA PEÑALOZA,COMUNA 1,2015,NOVIEMBRE,25/11 - 29/11,206
MITRE,COMUNA 2,2015,NOVIEMBRE,25/11 - 29/11,163
MONSEÑOR DE ANDREA,COMUNA 2,2015,NOVIEMBRE,25/11 - 29/11,213
1RO DE MAYO,COMUNA 3,2015,NOVIEMBRE,25/11 - 29/11,233
VELAZCO IBARRA,COMUNA 3,2015,NOVIEMBRE,25/11 - 29/11,93
COLOMBIA,COMUNA 4,2015,NOVIEMBRE,25/11 - 29/11,245
PARQUE PATRICIOS,COMUNA 4,2015,NOVIEMBRE,25/11 - 29/11,171
BOEDO,COMUNA 5,2015,NOVIEMBRE,25/11 - 29/11,200
ALMAGRO,COMUNA 5,2015,NOVIEMBRE,25/11 - 29/11,355
PARQUE RIVADAVIA,COMUNA 6,2015,NOVIEMBRE,25/11 - 29/11,201
PARQUE CENTENARIO,COMUNA 6,2015,NOVIEMBRE,25/11 - 29/11,299
PARQUE CHACABUCO,COMUNA 7,2015,NOVIEMBRE,25/11 - 29/11,151
PUEYRREDON,COMUNA 7,2015,NOVIEMBRE,25/11 - 29/11,171
SOLDATI,COMUNA 8,2015,NOVIEMBRE,25/11 - 29/11,0
SUDAMERICA,COMUNA 8,2015,NOVIEMBRE,25/11 - 29/11,69
PARQUE AVELLANEDA,COMUNA 9,2015,NOVIEMBRE,25/11 - 29/11,135
PARQUE SANTOJANNI,COMUNA 9,2015,NOVIEMBRE,25/11 - 29/11,73
VELEZ SARFIELD,COMUNA 10,2015,NOVIEMBRE,25/11 - 29/11,251
DON BOSCO,COMUNA 10,2015,NOVIEMBRE,25/11 - 29/11,426
ARISTOBULO DEL VALLE,COMUNA 11,2015,NOVIEMBRE,25/11 - 29/11,244
ARENALES,COMUNA 11,2015,NOVIEMBRE,25/11 - 29/11,494
ALEM,COMUNA 12,2015,NOVIEMBRE,25/11 - 29/11,235
PARQUE SAAVEDRA,COMUNA 12,2015,NOVIEMBRE,25/11 - 29/11,322
MANUEL BELGRANO,COMUNA 13,2015,NOVIEMBRE,25/11 - 29/11,144
BALCARCE,COMUNA 13,2015,NOVIEMBRE,25/11 - 29/11,207
PALERMO VIEJO,COMUNA 14,2015,NOVIEMBRE,25/11 - 29/11,20
CASTELLI,COMUNA 14,2015,NOVIEMBRE,25/11 - 29/11,80
GUEMES,COMUNA 14,2015,NOVIEMBRE,25/11 - 29/11,162
25 DE AGOSTO,COMUNA 15,2015,NOVIEMBRE,25/11 - 29/11,0
PARQUE LOS ANDES,COMUNA 15,2015,NOVIEMBRE,25/11 - 29/11,187
SAN MARTIN,COMUNA 1,2015,DICIEMBRE,02/12 - 06/12,50
MUJERES ARGENTINAS,COMUNA 1,2015,DICIEMBRE,02/12 - 06/12,20
VERA PEÑALOZA,COMUNA 1,2015,DICIEMBRE,02/12 - 06/12,246
MITRE,COMUNA 2,2015,DICIEMBRE,02/12 - 06/12,186
MONSEÑOR DE ANDREA,COMUNA 2,2015,DICIEMBRE,02/12 - 06/12,220
1RO DE MAYO,COMUNA 3,2015,DICIEMBRE,02/12 - 06/12,170
VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,02/12 - 06/12,57
COLOMBIA,COMUNA 4,2015,DICIEMBRE,02/12 - 06/12,243
PARQUE PATRICIOS,COMUNA 4,2015,DICIEMBRE,02/12 - 06/12,166
BOEDO,COMUNA 5,2015,DICIEMBRE,02/12 - 06/12,208
ALMAGRO,COMUNA 5,2015,DICIEMBRE,02/12 - 06/12,391
PARQUE RIVADAVIA,COMUNA 6,2015,DICIEMBRE,02/12 - 06/12,190
PARQUE CENTENARIO,COMUNA 6,2015,DICIEMBRE,02/12 - 06/12,376
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,02/12 - 06/12,172
PUEYRREDON,COMUNA 7,2015,DICIEMBRE,02/12 - 06/12,134
SOLDATI,COMUNA 8,2015,DICIEMBRE,02/12 - 06/12,0
SUDAMERICA,COMUNA 8,2015,DICIEMBRE,02/12 - 06/12,53
PARQUE AVELLANEDA,COMUNA 9,2015,DICIEMBRE,02/12 - 06/12,110
PARQUE SANTOJANNI,COMUNA 9,2015,DICIEMBRE,02/12 - 06/12,70
VELEZ SARFIELD,COMUNA 10,2015,DICIEMBRE,02/12 - 06/12,232
DON BOSCO,COMUNA 10,2015,DICIEMBRE,02/12 - 06/12,473
ARISTOBULO DEL VALLE,COMUNA 11,2015,DICIEMBRE,02/12 - 06/12,236
ARENALES,COMUNA 11,2015,DICIEMBRE,02/12 - 06/12,490
ALEM,COMUNA 12,2015,DICIEMBRE,02/12 - 06/12,235
PARQUE SAAVEDRA,COMUNA 12,2015,DICIEMBRE,02/12 - 06/12,305
MANUEL BELGRANO,COMUNA 13,2015,DICIEMBRE,02/12 - 06/12,165
BALCARCE,COMUNA 13,2015,DICIEMBRE,02/12 - 06/12,198
PALERMO VIEJO,COMUNA 14,2015,DICIEMBRE,02/12 - 06/12,39
CASTELLI,COMUNA 14,2015,DICIEMBRE,02/12 - 06/12,61
GUEMES,COMUNA 14,2015,DICIEMBRE,02/12 - 06/12,159
25 DE AGOSTO,COMUNA 15,2015,DICIEMBRE,02/12 - 06/12,0
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,02/12 - 06/12,119
SAN MARTIN,COMUNA 1,2015,DICIEMBRE,09/12 - 13/12,62
MUJERES ARGENTINAS,COMUNA 1,2015,DICIEMBRE,09/12 - 13/12,26
VERA PEÑALOZA,COMUNA 1,2015,DICIEMBRE,09/12 - 13/12,231
MITRE,COMUNA 2,2015,DICIEMBRE,09/12 - 13/12,171
MONSEÑOR DE ANDREA,COMUNA 2,2015,DICIEMBRE,09/12 - 13/12,209
1RO DE MAYO,COMUNA 3,2015,DICIEMBRE,09/12 - 13/12,100
VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,09/12 - 13/12,51
COLOMBIA,COMUNA 4,2015,DICIEMBRE,09/12 - 13/12,182
PARQUE PATRICIOS,COMUNA 4,2015,DICIEMBRE,09/12 - 13/12,153
BOEDO,COMUNA 5,2015,DICIEMBRE,09/12 - 13/12,250
ALMAGRO,COMUNA 5,2015,DICIEMBRE,09/12 - 13/12,365
PARQUE RIVADAVIA,COMUNA 6,2015,DICIEMBRE,09/12 - 13/12,116
PARQUE CENTENARIO,COMUNA 6,2015,DICIEMBRE,09/12 - 13/12,279
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,09/12 - 13/12,181
PUEYRREDON,COMUNA 7,2015,DICIEMBRE,09/12 - 13/12,120
SOLDATI,COMUNA 8,2015,DICIEMBRE,09/12 - 13/12,0
SUDAMERICA,COMUNA 8,2015,DICIEMBRE,09/12 - 13/12,58
PARQUE AVELLANEDA,COMUNA 9,2015,DICIEMBRE,09/12 - 13/12,124
PARQUE SANTOJANNI,COMUNA 9,2015,DICIEMBRE,09/12 - 13/12,67
VELEZ SARFIELD,COMUNA 10,2015,DICIEMBRE,09/12 - 13/12,239
DON BOSCO,COMUNA 10,2015,DICIEMBRE,09/12 - 13/12,455
ARISTOBULO DEL VALLE,COMUNA 11,2015,DICIEMBRE,09/12 - 13/12,193
ARENALES,COMUNA 11,2015,DICIEMBRE,09/12 - 13/12,488
ALEM,COMUNA 12,2015,DICIEMBRE,09/12 - 13/12,210
PARQUE SAAVEDRA,COMUNA 12,2015,DICIEMBRE,09/12 - 13/12,279
MANUEL BELGRANO,COMUNA 13,2015,DICIEMBRE,09/12 - 13/12,154
BALCARCE,COMUNA 13,2015,DICIEMBRE,09/12 - 13/12,182
PALERMO VIEJO,COMUNA 14,2015,DICIEMBRE,09/12 - 13/12,29
CASTELLI,COMUNA 14,2015,DICIEMBRE,09/12 - 13/12,72
GUEMES,COMUNA 14,2015,DICIEMBRE,09/12 - 13/12,137
25 DE AGOSTO,COMUNA 15,2015,DICIEMBRE,09/12 - 13/12,0
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,09/12 - 13/12,140
SAN MARTIN,COMUNA 1,2015,DICIEMBRE,16/12 - 20/12,43
MUJERES ARGENTINAS,COMUNA 1,2015,DICIEMBRE,16/12 - 20/12,20
VERA PEÑALOZA,COMUNA 1,2015,DICIEMBRE,16/12 - 20/12,235
MITRE,COMUNA 2,2015,DICIEMBRE,16/12 - 20/12,176
MONSEÑOR DE ANDREA,COMUNA 2,2015,DICIEMBRE,16/12 - 20/12,263
1RO DE MAYO,COMUNA 3,2015,DICIEMBRE,16/12 - 20/12,66
VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,16/12 - 20/12,45
COLOMBIA,COMUNA 4,2015,DICIEMBRE,16/12 - 20/12,252
PARQUE PATRICIOS,COMUNA 4,2015,DICIEMBRE,16/12 - 20/12,199
BOEDO,COMUNA 5,2015,DICIEMBRE,16/12 - 20/12,281
ALMAGRO,COMUNA 5,2015,DICIEMBRE,16/12 - 20/12,371
PARQUE RIVADAVIA,COMUNA 6,2015,DICIEMBRE,16/12 - 20/12,284
PARQUE CENTENARIO,COMUNA 6,2015,DICIEMBRE,16/12 - 20/12,397
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,16/12 - 20/12,233
PUEYRREDON,COMUNA 7,2015,DICIEMBRE,16/12 - 20/12,150
SOLDATI,COMUNA 8,2015,DICIEMBRE,16/12 - 20/12,0
SUDAMERICA,COMUNA 8,2015,DICIEMBRE,16/12 - 20/12,69
PARQUE AVELLANEDA,COMUNA 9,2015,DICIEMBRE,16/12 - 20/12,111
PARQUE SANTOJANNI,COMUNA 9,2015,DICIEMBRE,16/12 - 20/12,101
VELEZ SARFIELD,COMUNA 10,2015,DICIEMBRE,16/12 - 20/12,263
DON BOSCO,COMUNA 10,2015,DICIEMBRE,16/12 - 20/12,589
ARISTOBULO DEL VALLE,COMUNA 11,2015,DICIEMBRE,16/12 - 20/12,186
ARENALES,COMUNA 11,2015,DICIEMBRE,16/12 - 20/12,485
ALEM,COMUNA 12,2015,DICIEMBRE,16/12 - 20/12,204
PARQUE SAAVEDRA,COMUNA 12,2015,DICIEMBRE,16/12 - 20/12,300
MANUEL BELGRANO,COMUNA 13,2015,DICIEMBRE,16/12 - 20/12,168
BALCARCE,COMUNA 13,2015,DICIEMBRE,16/12 - 20/12,238
PALERMO VIEJO,COMUNA 14,2015,DICIEMBRE,16/12 - 20/12,35
CASTELLI,COMUNA 14,2015,DICIEMBRE,16/12 - 20/12,82
GUEMES,COMUNA 14,2015,DICIEMBRE,16/12 - 20/12,123
25 DE AGOSTO,COMUNA 15,2015,DICIEMBRE,16/12 - 20/12,0
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,16/12 - 20/12,115
SAN MARTIN,COMUNA 1,2015,DICIEMBRE,23/12 - 27/12,61
MUJERES ARGENTINAS,COMUNA 1,2015,DICIEMBRE,23/12 - 27/12,19
VERA PEÑALOZA,COMUNA 1,2015,DICIEMBRE,23/12 - 27/12,270
MITRE,COMUNA 2,2015,DICIEMBRE,23/12 - 27/12,104
MONSEÑOR DE ANDREA,COMUNA 2,2015,DICIEMBRE,23/12 - 27/12,204
1RO DE MAYO,COMUNA 3,2015,DICIEMBRE,23/12 - 27/12,180
VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,23/12 - 27/12,29
COLOMBIA,COMUNA 4,2015,DICIEMBRE,23/12 - 27/12,132
PARQUE PATRICIOS,COMUNA 4,2015,DICIEMBRE,23/12 - 27/12,53
BOEDO,COMUNA 5,2015,DICIEMBRE,23/12 - 27/12,241
ALMAGRO,COMUNA 5,2015,DICIEMBRE,23/12 - 27/12,279
PARQUE RIVADAVIA,COMUNA 6,2015,DICIEMBRE,23/12 - 27/12,299
PARQUE CENTENARIO,COMUNA 6,2015,DICIEMBRE,23/12 - 27/12,287
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,23/12 - 27/12,214
PUEYRREDON,COMUNA 7,2015,DICIEMBRE,23/12 - 27/12,148
SOLDATI,COMUNA 8,2015,DICIEMBRE,23/12 - 27/12,0
SUDAMERICA,COMUNA 8,2015,DICIEMBRE,23/12 - 27/12,51
PARQUE AVELLANEDA,COMUNA 9,2015,DICIEMBRE,23/12 - 27/12,77
PARQUE SANTOJANNI,COMUNA 9,2015,DICIEMBRE,23/12 - 27/12,70
VELEZ SARFIELD,COMUNA 10,2015,DICIEMBRE,23/12 - 27/12,235
DON BOSCO,COMUNA 10,2015,DICIEMBRE,23/12 - 27/12,476
ARISTOBULO DEL VALLE,COMUNA 11,2015,DICIEMBRE,23/12 - 27/12,166
ARENALES,COMUNA 11,2015,DICIEMBRE,23/12 - 27/12,482
ALEM,COMUNA 12,2015,DICIEMBRE,23/12 - 27/12,196
PARQUE SAAVEDRA,COMUNA 12,2015,DICIEMBRE,23/12 - 27/12,121
MANUEL BELGRANO,COMUNA 13,2015,DICIEMBRE,23/12 - 27/12,143
BALCARCE,COMUNA 13,2015,DICIEMBRE,23/12 - 27/12,191
PALERMO VIEJO,COMUNA 14,2015,DICIEMBRE,23/12 - 27/12,26
CASTELLI,COMUNA 14,2015,DICIEMBRE,23/12 - 27/12,59
GUEMES,COMUNA 14,2015,DICIEMBRE,23/12 - 27/12,122
25 DE AGOSTO,COMUNA 15,2015,DICIEMBRE,23/12 - 27/12,0
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,23/12 - 27/12,142
SAN MARTIN,COMUNA 1,2015,DICIEMBRE,30/12 - 02/01,46
MUJERES ARGENTINAS,COMUNA 1,2015,DICIEMBRE,30/12 - 02/01,15
VERA PEÑALOZA,COMUNA 1,2015,DICIEMBRE,30/12 - 02/01,218
MITRE,COMUNA 2,2015,DICIEMBRE,30/12 - 02/01,98
MONSEÑOR DE ANDREA,COMUNA 2,2015,DICIEMBRE,30/12 - 02/01,167
1RO DE MAYO,COMUNA 3,2015,DICIEMBRE,30/12 - 02/01,179
VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,30/12 - 02/01,31
COLOMBIA,COMUNA 4,2015,DICIEMBRE,30/12 - 02/01,158
PARQUE PATRICIOS,COMUNA 4,2015,DICIEMBRE,30/12 - 02/01,90
BOEDO,COMUNA 5,2015,DICIEMBRE,30/12 - 02/01,241
ALMAGRO,COMUNA 5,2015,DICIEMBRE,30/12 - 02/01,279
PARQUE RIVADAVIA,COMUNA 6,2015,DICIEMBRE,30/12 - 02/01,257
PARQUE CENTENARIO,COMUNA 6,2015,DICIEMBRE,30/12 - 02/01,324
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,30/12 - 02/01,183
PUEYRREDON,COMUNA 7,2015,DICIEMBRE,30/12 - 02/01,155
SOLDATI,COMUNA 8,2015,DICIEMBRE,30/12 - 02/01,0
SUDAMERICA,COMUNA 8,2015,DICIEMBRE,30/12 - 02/01,70
PARQUE AVELLANEDA,COMUNA 9,2015,DICIEMBRE,30/12 - 02/01,124
PARQUE SANTOJANNI,COMUNA 9,2015,DICIEMBRE,30/12 - 02/01,123
VELEZ SARFIELD,COMUNA 10,2015,DICIEMBRE,30/12 - 02/01,220
DON BOSCO,COMUNA 10,2015,DICIEMBRE,30/12 - 02/01,473
ARISTOBULO DEL VALLE,COMUNA 11,2015,DICIEMBRE,30/12 - 02/01,174
ARENALES,COMUNA 11,2015,DICIEMBRE,30/12 - 02/01,480
ALEM,COMUNA 12,2015,DICIEMBRE,30/12 - 02/01,184
PARQUE SAAVEDRA,COMUNA 12,2015,DICIEMBRE,30/12 - 02/01,130
MANUEL BELGRANO,COMUNA 13,2015,DICIEMBRE,30/12 - 02/01,211
BALCARCE,COMUNA 13,2015,DICIEMBRE,30/12 - 02/01,200
PALERMO VIEJO,COMUNA 14,2015,DICIEMBRE,30/12 - 02/01,29
CASTELLI,COMUNA 14,2015,DICIEMBRE,30/12 - 02/01,55
GUEMES,COMUNA 14,2015,DICIEMBRE,30/12 - 02/01,122
25 DE AGOSTO,COMUNA 15,2015,DICIEMBRE,30/12 - 02/01,0
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,30/12 - 02/01,154
SAN MARTIN,COMUNA 1,2016,ENERO,06/01/ - 10/1,54
MUJERES ARGENTINAS,COMUNA 1,2016,ENERO,06/01/ - 10/1,12
VERA PEÑALOZA,COMUNA 1,2016,ENERO,06/01/ - 10/1,196
REINO DE TAILANDIA,COMUNA 2,2016,ENERO,06/01/ - 10/1,141
MONSEÑOR DE ANDREA,COMUNA 2,2016,ENERO,06/01/ - 10/1,226
1RO DE MAYO,COMUNA 3,2016,ENERO,06/01/ - 10/1,218
VELAZCO IBARRA,COMUNA 3,2016,ENERO,06/01/ - 10/1,31
COLOMBIA,COMUNA 4,2016,ENERO,06/01/ - 10/1,312
PARQUE PATRICIOS,COMUNA 4,2016,ENERO,06/01/ - 10/1,155
BOEDO,COMUNA 5,2016,ENERO,06/01/ - 10/1,308
ALMAGRO,COMUNA 5,2016,ENERO,06/01/ - 10/1,301
PARQUE RIVADAVIA,COMUNA 6,2016,ENERO,06/01/ - 10/1,374
PARQUE CENTENARIO,COMUNA 6,2016,ENERO,06/01/ - 10/1,322
PARQUE CHACABUCO,COMUNA 7,2016,ENERO,06/01/ - 10/1,194
PUEYRREDON,COMUNA 7,2016,ENERO,06/01/ - 10/1,210
SOLDATI,COMUNA 8,2016,ENERO,06/01/ - 10/1,0
SUDAMERICA,COMUNA 8,2016,ENERO,06/01/ - 10/1,72
PARQUE AVELLANEDA,COMUNA 9,2016,ENERO,06/01/ - 10/1,166
PARQUE SANTOJANNI,COMUNA 9,2016,ENERO,06/01/ - 10/1,80
VELEZ SARFIELD,COMUNA 10,2016,ENERO,06/01/ - 10/1,251
DON BOSCO,COMUNA 10,2016,ENERO,06/01/ - 10/1,401
ARISTOBULO DEL VALLE,COMUNA 11,2016,ENERO,06/01/ - 10/1,147
ARENALES,COMUNA 11,2016,ENERO,06/01/ - 10/1,637
ALEM,COMUNA 12,2016,ENERO,06/01/ - 10/1,112
PARQUE SAAVEDRA,COMUNA 12,2016,ENERO,06/01/ - 10/1,397
MANUEL BELGRANO,COMUNA 13,2016,ENERO,06/01/ - 10/1,203
BALCARCE,COMUNA 13,2016,ENERO,06/01/ - 10/1,153
CASTELLI,COMUNA 13,2016,ENERO,06/01/ - 10/1,95
PALERMO VIEJO,COMUNA 14,2016,ENERO,06/01/ - 10/1,36
GUEMES,COMUNA 14,2016,ENERO,06/01/ - 10/1,109
25 DE AGOSTO,COMUNA 15,2016,ENERO,06/01/ - 10/1,0
PARQUE LOS ANDES,COMUNA 15,2016,ENERO,06/01/ - 10/1,163
SAN MARTIN,COMUNA 1,2016,ENERO,13/1-17/1 ,60
MUJERES ARGENTINAS,COMUNA 1,2016,ENERO,13/1-17/1 ,10
VERA PEÑALOZA,COMUNA 1,2016,ENERO,13/1-17/1,201
REINO DE TAILANDIA,COMUNA 2,2016,ENERO,13/1-17/1,160
MONSEÑOR DE ANDREA,COMUNA 2,2016,ENERO,13/1-17/1,210
1RO DE MAYO,COMUNA 3,2016,ENERO,13/1-17/1,222
VELAZCO IBARRA,COMUNA 3,2016,ENERO,13/1-17/1,28
COLOMBIA,COMUNA 4,2016,ENERO,13/1-17/1,298
PARQUE PATRICIOS,COMUNA 4,2016,ENERO,13/1-17/1,122
BOEDO,COMUNA 5,2016,ENERO,13/1-17/1,227
ALMAGRO,COMUNA 5,2016,ENERO,13/1-17/1,325
PARQUE RIVADAVIA,COMUNA 6,2016,ENERO,13/1-17/1,256
PARQUE CENTENARIO,COMUNA 6,2016,ENERO,13/1-17/1,430
PARQUE CHACABUCO,COMUNA 7,2016,ENERO,13/1-17/1,236
PUEYRREDON,COMUNA 7,2016,ENERO,13/1-17/1,221
SOLDATI,COMUNA 8,2016,ENERO,13/1-17/1,0
SUDAMERICA,COMUNA 8,2016,ENERO,13/1-17/1,60
PARQUE AVELLANEDA,COMUNA 9,2016,ENERO,13/1-17/1,164
PARQUE SANTOJANNI,COMUNA 9,2016,ENERO,13/1-17/1,76
VELEZ SARFIELD,COMUNA 10,2016,ENERO,13/1-17/1,260
DON BOSCO,COMUNA 10,2016,ENERO,13/1-17/1,433
ARISTOBULO DEL VALLE,COMUNA 11,2016,ENERO,13/1-17/1,222
ARENALES,COMUNA 11,2016,ENERO,13/1-17/1,500
ALEM,COMUNA 12,2016,ENERO,13/1-17/1,142
PARQUE SAAVEDRA,COMUNA 12,2016,ENERO,13/1-17/1,380
MANUEL BELGRANO,COMUNA 13,2016,ENERO,13/1-17/1,209
BALCARCE,COMUNA 13,2016,ENERO,13/1-17/1,105
CASTELLI,COMUNA 13,2016,ENERO,13/1-17/1,76
PALERMO VIEJO,COMUNA 14,2016,ENERO,13/1-17/1,30
GUEMES,COMUNA 14,2016,ENERO,13/1-17/1,173
25 DE AGOSTO,COMUNA 15,2016,ENERO,13/1-17/1,0
PARQUE LOS ANDES,COMUNA 15,2016,ENERO,13/1-17/1,143
SAN MARTIN,COMUNA 1,2016,ENERO,20/1 - 24/1,84
MUJERES ARGENTINAS,COMUNA 1,2016,ENERO,20/1 - 24/1,16
VERA PEÑALOZA,COMUNA 1,2016,ENERO,20/1 - 24/1,171
REINO DE TAILANDIA,COMUNA 2,2016,ENERO,20/1 - 24/1,173
